Time (s),CH1_Voltage (V),CH2_Voltage (V)
-0.0035200000000000006,0.16,0.01
-0.0035099999999999992,0.08,0.01
-0.0034999999999999996,0.08,0.012
-0.00349,0.16,0.012
-0.0034800000000000005,0.08,0.012
-0.003469999999999999,0.16,0.01
-0.0034599999999999995,0.16,0.01
-0.00345,0.08,0.01
-0.0034400000000000003,0.16,0.01
-0.0034300000000000008,0.16,0.01
-0.0034199999999999994,0.16,0.01
-0.00341,0.16,0.01
-0.0034000000000000002,0.16,0.01
-0.0033900000000000007,0.16,0.01
-0.0033799999999999993,0.16,0.01
-0.0033699999999999997,0.16,0.01
-0.00336,0.08,0.01
-0.0033500000000000005,0.08,0.01
-0.0033399999999999992,0.16,0.012
-0.0033299999999999996,0.16,0.01
-0.00332,0.08,0.012
-0.0033100000000000004,0.16,0.01
-0.003299999999999999,0.08,0.01
-0.0032899999999999995,0.08,0.01
-0.00328,0.16,0.01
-0.0032700000000000003,0.08,0.01
-0.0032600000000000007,0.16,0.01
-0.0032499999999999994,0.16,0.012
-0.00324,0.16,0.012
-0.0032300000000000002,0.08,0.012
-0.0032200000000000006,0.08,0.01
-0.0032099999999999993,0.16,0.012
-0.0031999999999999997,0.16,0.01
-0.00319,0.16,0.012
-0.0031800000000000005,0.16,0.01
-0.003169999999999999,0.16,0.012
-0.0031599999999999996,0.08,0.012
-0.00315,0.16,0.01
-0.0031400000000000004,0.16,0.01
-0.003129999999999999,0.16,0.01
-0.0031199999999999995,0.16,0.01
-0.00311,0.16,0.01
-0.0031000000000000003,0.16,0.01
-0.0030900000000000007,0.16,0.01
-0.0030799999999999994,0.08,0.01
-0.00307,0.08,0.01
-0.0030600000000000002,0.16,0.01
-0.0030500000000000006,0.08,0.01
-0.0030399999999999993,0.16,0.01
-0.0030299999999999997,0.08,0.01
-0.00302,0.16,0.01
-0.0030100000000000005,0.08,0.01
-0.002999999999999999,0.08,0.01
-0.0029899999999999996,0.16,0.01
-0.00298,0.08,0.01
-0.0029700000000000004,0.16,0.01
-0.002959999999999999,0.16,0.012
-0.0029499999999999995,0.16,0.01
-0.00294,0.16,0.01
-0.0029300000000000003,0.08,0.012
-0.0029200000000000007,0.08,0.012
-0.0029099999999999994,0.16,0.012
-0.0029,0.16,0.012
-0.00289,0.16,0.01
-0.0028800000000000006,0.16,0.012
-0.0028699999999999993,0.16,0.012
-0.0028599999999999997,0.08,0.01
-0.00285,0.16,0.01
-0.0028400000000000005,0.08,0.01
-0.002829999999999999,0.16,0.012
-0.0028199999999999996,0.16,0.01
-0.00281,0.08,0.012
-0.0028000000000000004,0.16,0.01
-0.002789999999999999,0.08,0.012
-0.0027799999999999995,0.08,0.012
-0.00277,0.16,0.01
-0.0027600000000000003,0.08,0.01
-0.0027500000000000007,0.08,0.01
-0.0027399999999999994,0.08,0.01
-0.00273,0.08,0.01
-0.00272,0.16,0.012
-0.0027100000000000006,0.08,0.01
-0.0026999999999999993,0.16,0.01
-0.0026899999999999997,0.16,0.01
-0.00268,0.16,0.01
-0.0026700000000000005,0.16,0.01
-0.002659999999999999,0.08,0.01
-0.0026499999999999996,0.16,0.01
-0.00264,0.08,0.012
-0.0026300000000000004,0.08,0.01
-0.002619999999999999,0.16,0.012
-0.0026099999999999995,0.08,0.01
-0.0026,0.08,0.012
-0.0025900000000000003,0.16,0.012
-0.0025800000000000007,0.08,0.01
-0.0025699999999999994,0.08,0.01
-0.0025599999999999998,0.08,0.012
-0.00255,0.16,0.01
-0.0025400000000000006,0.08,0.012
-0.0025299999999999993,0.08,0.01
-0.0025199999999999997,0.16,0.012
-0.00251,0.16,0.01
-0.0025000000000000005,0.08,0.012
-0.002489999999999999,0.08,0.012
-0.0024799999999999996,0.16,0.01
-0.00247,0.16,0.01
-0.0024600000000000004,0.08,0.012
-0.002449999999999999,0.08,0.01
-0.0024399999999999995,0.16,0.01
-0.00243,0.08,0.01
-0.0024200000000000003,0.16,0.01
-0.0024100000000000007,0.08,0.01
-0.0023999999999999994,0.08,0.01
-0.0023899999999999998,0.16,0.01
-0.00238,0.16,0.01
-0.0023700000000000006,0.08,0.01
-0.0023599999999999993,0.08,0.01
-0.0023499999999999997,0.16,0.01
-0.00234,0.16,0.01
-0.0023300000000000005,0.08,0.01
-0.002319999999999999,0.08,0.01
-0.0023099999999999996,0.08,0.01
-0.0023,0.08,0.01
-0.0022900000000000004,0.16,0.012
-0.002279999999999999,0.08,0.01
-0.0022699999999999994,0.16,0.01
-0.00226,0.08,0.01
-0.0022500000000000003,0.08,0.012
-0.0022400000000000007,0.08,0.01
-0.0022299999999999993,0.08,0.01
-0.0022199999999999998,0.16,0.01
-0.00221,0.08,0.01
-0.0022000000000000006,0.08,0.012
-0.0021899999999999992,0.08,0.012
-0.0021799999999999996,0.08,0.01
-0.00217,0.08,0.01
-0.0021600000000000005,0.08,0.012
-0.002149999999999999,0.16,0.012
-0.0021399999999999995,0.16,0.01
-0.00213,0.16,0.012
-0.0021200000000000004,0.16,0.01
-0.002109999999999999,0.08,0.01
-0.0020999999999999994,0.16,0.01
-0.00209,0.16,0.01
-0.0020800000000000003,0.08,0.01
-0.0020700000000000007,0.16,0.01
-0.0020599999999999993,0.16,0.01
-0.0020499999999999997,0.16,0.01
-0.00204,0.08,0.01
-0.0020300000000000006,0.16,0.01
-0.0020199999999999992,0.16,0.01
-0.0020099999999999996,0.16,0.01
-0.002,0.16,0.01
-0.0019900000000000004,0.08,0.01
-0.001979999999999999,0.08,0.01
-0.0019699999999999995,0.08,0.01
-0.00196,0.16,0.01
-0.0019500000000000003,0.08,0.01
-0.001939999999999999,0.16,0.01
-0.0019299999999999994,0.16,0.01
-0.0019199999999999998,0.08,0.01
-0.0019100000000000002,0.08,0.01
-0.0019000000000000006,0.08,0.01
-0.0018899999999999993,0.16,0.01
-0.0018799999999999997,0.16,0.01
-0.0018700000000000001,0.08,0.012
-0.0018600000000000005,0.16,0.01
-0.0018499999999999992,0.16,0.01
-0.0018399999999999996,0.08,0.01
-0.00183,0.08,0.01
-0.0018200000000000004,0.16,0.012
-0.0018099999999999991,0.16,0.012
-0.0017999999999999995,0.08,0.012
-0.00179,0.16,0.012
-0.0017800000000000003,0.08,0.012
-0.001769999999999999,0.16,0.01
-0.0017599999999999994,0.08,0.01
-0.0017499999999999998,0.16,0.01
-0.0017400000000000002,0.16,0.01
-0.0017300000000000006,0.08,0.01
-0.0017199999999999993,0.16,0.01
-0.0017099999999999997,0.16,0.01
-0.0017000000000000001,0.08,0.01
-0.0016900000000000005,0.16,0.01
-0.0016799999999999992,0.16,0.01
-0.0016699999999999996,0.08,0.01
-0.00166,0.16,0.01
-0.0016500000000000004,0.16,0.01
-0.001639999999999999,0.16,0.01
-0.0016299999999999995,0.16,0.01
-0.00162,0.16,0.01
-0.0016100000000000003,0.16,0.01
-0.001599999999999999,0.08,0.01
-0.0015899999999999994,0.08,0.01
-0.0015799999999999998,0.08,0.01
-0.0015700000000000002,0.16,0.01
-0.0015600000000000006,0.08,0.01
-0.0015499999999999993,0.16,0.01
-0.0015399999999999997,0.16,0.012
-0.0015300000000000001,0.08,0.01
-0.0015200000000000005,0.16,0.012
-0.0015099999999999992,0.16,0.012
-0.0014999999999999996,0.08,0.012
-0.00149,0.08,0.012
-0.0014800000000000004,0.08,0.01
-0.001469999999999999,0.16,0.012
-0.0014599999999999995,0.16,0.01
-0.00145,0.08,0.012
-0.0014400000000000003,0.16,0.012
-0.001429999999999999,0.08,0.01
-0.0014199999999999994,0.16,0.01
-0.0014099999999999998,0.16,0.01
-0.0014000000000000002,0.08,0.01
-0.0013900000000000006,0.08,0.012
-0.0013799999999999993,0.16,0.01
-0.0013699999999999997,0.08,0.01
-0.00136,0.08,0.01
-0.0013500000000000005,0.08,0.01
-0.0013399999999999992,0.16,0.01
-0.0013299999999999996,0.16,0.01
-0.00132,0.16,0.01
-0.0013100000000000004,0.16,0.01
-0.001299999999999999,0.08,0.01
-0.0012899999999999995,0.16,0.01
-0.0012799999999999999,0.16,0.01
-0.0012700000000000003,0.16,0.01
-0.001259999999999999,0.08,0.01
-0.0012499999999999994,0.16,0.01
-0.0012399999999999998,0.08,0.01
-0.0012300000000000002,0.08,0.01
-0.0012200000000000006,0.16,0.01
-0.0012099999999999993,0.08,0.01
-0.0011999999999999997,0.16,0.01
-0.00119,0.16,0.01
-0.0011800000000000005,0.08,0.01
-0.0011699999999999992,0.16,0.01
-0.0011599999999999996,0.16,0.01
-0.00115,0.08,0.01
-0.0011400000000000004,0.16,0.01
-0.001129999999999999,0.16,0.012
-0.0011199999999999995,0.16,0.012
-0.0011099999999999999,0.16,0.01
-0.0011000000000000003,0.08,0.01
-0.001089999999999999,0.16,0.01
-0.0010799999999999994,0.08,0.01
-0.0010699999999999998,0.08,0.01
-0.0010600000000000002,0.16,0.01
-0.0010500000000000006,0.08,0.01
-0.0010399999999999993,0.08,0.01
-0.0010299999999999997,0.08,0.01
-0.00102,0.16,0.01
-0.0010100000000000005,0.08,0.01
-0.0009999999999999992,0.08,0.01
-0.0009899999999999996,0.08,0.01
-0.00098,0.16,0.01
-0.0009700000000000004,0.16,0.01
-0.000959999999999999,0.08,0.01
-0.0009499999999999995,0.16,0.008
-0.0009399999999999999,0.16,0.01
-0.0009300000000000003,0.08,0.01
-0.0009199999999999989,0.16,0.01
-0.0009099999999999994,0.08,0.01
-0.0008999999999999998,0.08,0.01
-0.0008900000000000002,0.08,0.01
-0.0008800000000000006,0.16,0.012
-0.0008699999999999992,0.08,0.01
-0.0008599999999999997,0.16,0.01
-0.0008500000000000001,0.16,0.012
-0.0008400000000000005,0.16,0.01
-0.0008299999999999991,0.08,0.01
-0.0008199999999999995,0.08,0.012
-0.00081,0.16,0.01
-0.0008000000000000004,0.08,0.01
-0.000789999999999999,0.08,0.01
-0.0007799999999999994,0.16,0.012
-0.0007699999999999999,0.16,0.01
-0.0007600000000000003,0.08,0.012
-0.0007499999999999989,0.08,0.01
-0.0007399999999999993,0.16,0.01
-0.0007299999999999997,0.16,0.01
-0.0007200000000000002,0.08,0.01
-0.0007100000000000006,0.16,0.01
-0.0006999999999999992,0.08,0.01
-0.0006899999999999996,0.08,0.01
-0.00068,0.16,0.01
-0.0006700000000000005,0.16,0.01
-0.0006599999999999991,0.08,0.01
-0.0006499999999999995,0.08,0.01
-0.0006399999999999999,0.08,0.012
-0.0006300000000000004,0.16,0.01
-0.000619999999999999,0.08,0.01
-0.0006099999999999994,0.16,0.01
-0.0005999999999999998,0.16,0.01
-0.0005900000000000002,0.08,0.01
-0.0005799999999999989,0.16,0.01
-0.0005699999999999993,0.08,0.01
-0.0005599999999999997,0.16,0.01
-0.0005500000000000001,0.16,0.01
-0.0005400000000000005,0.16,0.01
-0.0005299999999999992,0.08,0.01
-0.0005199999999999996,0.16,0.01
-0.00051,0.08,0.014
-0.0005000000000000004,0.08,0.01
-0.0004899999999999991,0.08,0.012
-0.0004799999999999995,0.16,0.01
-0.00046999999999999993,0.08,0.012
-0.00046000000000000034,0.16,0.01
-0.000449999999999999,0.16,0.01
-0.0004399999999999994,0.16,0.01
-0.0004299999999999998,0.16,0.01
-0.00042000000000000023,0.16,0.012
-0.0004099999999999989,0.08,0.01
-0.0003999999999999993,0.16,0.012
-0.0003899999999999997,0.16,0.01
-0.00038000000000000013,0.08,0.012
-0.00037000000000000054,0.16,0.012
-0.0003599999999999992,0.16,0.01
-0.0003499999999999996,0.16,0.01
-0.00034,0.08,0.01
-0.00033000000000000043,0.16,0.01
-0.0003199999999999991,0.08,0.01
-0.0003099999999999995,0.16,0.01
-0.0002999999999999999,0.08,0.01
-0.0002900000000000003,0.08,0.01
-0.000279999999999999,0.16,0.01
-0.0002699999999999994,0.16,0.01
-0.0002599999999999998,0.16,0.008
-0.0002500000000000002,0.16,0.01
-0.0002399999999999989,0.08,0.008
-0.0002299999999999993,0.16,0.01
-0.0002199999999999997,0.16,0.01
-0.00021000000000000012,0.16,0.01
-0.00020000000000000052,0.16,0.01
-0.0001899999999999992,0.16,0.01
-0.0001799999999999996,0.16,0.01
-0.00017,0.08,0.01
-0.00016000000000000042,0.08,0.01
-0.0001499999999999991,0.16,0.01
-0.0001399999999999995,0.16,0.012
-0.0001299999999999999,0.08,0.01
-0.00012000000000000031,0.16,0.01
-0.00010999999999999899,0.16,0.01
-9.99999999999994e-05,0.08,0.012
-8.99999999999998e-05,0.08,0.01
-8.000000000000021e-05,0.08,0.012
-6.999999999999888e-05,0.16,0.01
-5.999999999999929e-05,0.16,0.01
-4.99999999999997e-05,0.16,0.01
-4.0000000000000105e-05,0.16,0.01
-3.0000000000000512e-05,0.16,0.012
-1.9999999999999185e-05,0.08,0.01
-9.999999999999593e-06,0.08,0.01
0.0,3.36,0.01
9.999999999999593e-06,3.44,0.01
2.000000000000092e-05,3.52,0.01
3.0000000000000512e-05,3.44,0.01
4.0000000000000105e-05,3.52,0.012
4.99999999999997e-05,3.52,0.01
6.0000000000001025e-05,3.52,0.01
7.000000000000062e-05,3.44,0.01
8.000000000000021e-05,3.44,0.01
8.99999999999998e-05,3.44,0.01
0.00010000000000000113,3.44,0.008
0.00011000000000000072,3.44,0.01
0.00012000000000000031,3.52,0.01
0.0001299999999999999,3.52,0.008
0.0001399999999999995,3.52,0.01
0.00015000000000000083,3.44,0.01
0.00016000000000000042,3.44,0.01
0.00017,3.44,0.01
0.0001799999999999996,3.44,0.01
0.00019000000000000093,3.44,0.01
0.00020000000000000052,3.52,0.012
0.00021000000000000012,3.52,0.01
0.0002199999999999997,3.52,0.012
0.00023000000000000104,3.52,0.01
0.00024000000000000063,3.52,0.01
0.0002500000000000002,3.52,0.012
0.0002599999999999998,3.44,0.01
0.00027000000000000114,3.44,0.012
0.00028000000000000073,3.52,0.01
0.0002900000000000003,3.52,0.01
0.0002999999999999999,3.52,0.012
0.0003099999999999995,3.44,0.01
0.00032000000000000084,3.52,0.01
0.00033000000000000043,3.44,0.01
0.00034,3.44,0.01
0.0003499999999999996,3.52,0.012
0.00036000000000000094,3.52,0.01
0.00037000000000000054,3.52,0.01
0.00038000000000000013,3.44,0.01
0.0003899999999999997,3.44,0.01
0.00040000000000000105,3.44,0.01
0.00041000000000000064,3.44,0.01
0.00042000000000000023,3.44,0.01
0.0004299999999999998,3.44,0.01
0.00044000000000000115,3.44,0.01
0.00045000000000000075,3.52,0.008
0.00046000000000000034,3.52,0.01
0.00046999999999999993,3.44,0.01
0.0004799999999999995,3.52,0.01
0.0004900000000000009,3.44,0.008
0.0005000000000000004,3.44,0.01
0.00051,3.52,0.01
0.0005199999999999996,3.52,0.01
0.000530000000000001,3.44,0.01
0.0005400000000000005,3.44,0.01
0.0005500000000000001,3.52,0.01
0.0005599999999999997,3.44,0.01
0.0005700000000000011,3.44,0.01
0.0005800000000000007,3.44,0.01
0.0005900000000000002,3.52,0.01
0.0005999999999999998,3.52,0.01
0.0006100000000000012,3.44,0.012
0.0006200000000000008,3.52,0.012
0.0006300000000000004,3.52,0.01
0.0006399999999999999,3.52,0.01
0.0006499999999999995,3.52,0.01
0.0006600000000000009,3.44,0.01
0.0006700000000000005,3.44,0.01
0.00068,3.44,0.01
0.0006899999999999996,3.52,0.012
0.000700000000000001,3.44,0.012
0.0007100000000000006,3.52,0.01
0.0007200000000000002,3.52,0.012
0.0007299999999999997,3.44,0.01
0.0007400000000000011,3.52,0.01
0.0007500000000000007,3.44,0.01
0.0007600000000000003,3.44,0.01
0.0007699999999999999,3.44,0.01
0.0007800000000000012,3.44,0.01
0.0007900000000000008,3.52,0.01
0.0008000000000000004,3.44,0.01
0.00081,3.44,0.01
0.0008199999999999995,3.52,0.01
0.0008300000000000009,3.52,0.01
0.0008400000000000005,3.44,0.01
0.0008500000000000001,3.52,0.01
0.0008599999999999997,3.44,0.012
0.000870000000000001,3.52,0.01
0.0008800000000000006,3.44,0.012
0.0008900000000000002,3.44,0.01
0.0008999999999999998,3.52,0.01
0.0009100000000000011,3.52,0.01
0.0009200000000000007,3.44,0.01
0.0009300000000000003,3.44,0.012
0.0009399999999999999,3.52,0.01
0.0009500000000000012,3.44,0.01
0.0009600000000000008,3.52,0.01
0.0009700000000000004,3.52,0.012
0.00098,3.52,0.012
0.0009899999999999996,3.44,0.012
0.0010000000000000009,3.52,0.012
0.0010100000000000005,3.44,0.01
0.00102,3.52,0.01
0.0010299999999999997,3.44,0.012
0.001040000000000001,3.44,0.01
0.0010500000000000006,3.44,0.012
0.0010600000000000002,3.44,0.01
0.0010699999999999998,3.44,0.01
0.001080000000000001,3.44,0.012
0.0010900000000000007,3.52,0.01
0.0011000000000000003,3.52,0.01
0.0011099999999999999,3.44,0.01
0.0011200000000000012,3.44,0.012
0.0011300000000000008,3.44,0.01
0.0011400000000000004,3.44,0.01
0.00115,3.44,0.01
0.0011599999999999996,3.52,0.01
0.001170000000000001,3.52,0.01
0.0011800000000000005,3.44,0.012
0.00119,3.44,0.01
0.0011999999999999997,3.44,0.01
0.001210000000000001,3.44,0.012
0.0012200000000000006,3.44,0.012
0.0012300000000000002,3.44,0.01
0.0012399999999999998,3.44,0.012
0.0012500000000000011,3.52,0.012
0.0012600000000000007,3.52,0.012
0.0012700000000000003,3.44,0.012
0.0012799999999999999,3.52,0.012
0.0012900000000000012,3.44,0.014
0.0013000000000000008,3.52,0.012
0.0013100000000000004,3.44,0.012
0.00132,3.52,0.012
0.0013299999999999996,3.44,0.012
0.001340000000000001,3.52,0.012
0.0013500000000000005,3.44,0.012
0.00136,3.44,0.012
0.0013699999999999997,3.52,0.012
0.001380000000000001,3.44,0.012
0.0013900000000000006,3.44,0.01
0.0014000000000000002,3.52,0.012
0.0014099999999999998,3.52,0.012
0.0014200000000000011,3.52,0.01
0.0014300000000000007,3.52,0.012
0.0014400000000000003,3.44,0.012
0.00145,3.44,0.012
0.0014600000000000012,3.52,0.012
0.0014700000000000008,3.44,0.012
0.0014800000000000004,3.44,0.01
0.00149,3.44,0.012
0.0014999999999999996,3.44,0.012
0.001510000000000001,3.52,0.012
0.0015200000000000005,3.44,0.012
0.0015300000000000001,3.52,0.012
0.0015399999999999997,3.52,0.012
0.001550000000000001,3.52,0.012
0.0015600000000000006,3.44,0.012
0.0015700000000000002,3.52,0.014
0.0015799999999999998,3.52,0.014
0.0015900000000000011,3.44,0.012
0.0016000000000000007,3.44,0.014
0.0016100000000000003,3.44,0.014
0.00162,3.44,0.012
0.0016300000000000012,3.44,0.014
0.0016400000000000008,3.52,0.012
0.0016500000000000004,3.52,0.014
0.00166,3.44,0.012
0.0016699999999999996,3.44,0.016
0.001680000000000001,3.52,0.014
0.0016900000000000005,3.52,0.014
0.0017000000000000001,3.44,0.014
0.0017099999999999997,3.44,0.016
0.001720000000000001,3.44,0.016
0.0017300000000000006,3.44,0.016
0.0017400000000000002,3.52,0.014
0.0017499999999999998,3.44,0.016
0.0017600000000000011,3.44,0.016
0.0017700000000000007,3.52,0.016
0.0017800000000000003,3.52,0.014
0.00179,3.52,0.018000000000000002
0.0018000000000000013,3.52,0.016
0.0018100000000000008,3.44,0.018000000000000002
0.0018200000000000004,3.44,0.016
0.00183,3.44,0.016
0.0018399999999999996,3.52,0.018000000000000002
0.001850000000000001,3.52,0.016
0.0018600000000000005,3.52,0.016
0.0018700000000000001,3.44,0.018000000000000002
0.0018799999999999997,3.44,0.018000000000000002
0.001890000000000001,3.44,0.018000000000000002
0.0019000000000000006,3.44,0.02
0.0019100000000000002,3.44,0.018000000000000002
0.0019199999999999998,3.44,0.018000000000000002
0.0019300000000000012,3.44,0.018000000000000002
0.0019400000000000008,3.52,0.02
0.0019500000000000003,3.52,0.02
0.00196,3.52,0.02
0.0019700000000000013,3.44,0.02
0.001980000000000001,3.44,0.02
0.0019900000000000004,3.52,0.022
0.002,3.52,0.022
0.0020099999999999996,3.52,0.02
0.002020000000000001,3.44,0.024
0.0020300000000000006,3.52,0.022
0.00204,3.44,0.024
0.0020499999999999997,3.52,0.022
0.002060000000000001,3.52,0.022
0.0020700000000000007,3.52,0.024
0.0020800000000000003,3.44,0.024
0.00209,3.44,0.024
0.002100000000000001,3.52,0.024
0.0021100000000000008,3.44,0.024
0.0021200000000000004,3.44,0.024
0.00213,3.44,0.022
0.0021400000000000013,3.44,0.024
0.002150000000000001,3.52,0.024
0.0021600000000000005,3.52,0.024
0.00217,3.52,0.026000000000000002
0.0021799999999999996,3.44,0.026000000000000002
0.002190000000000001,3.52,0.026000000000000002
0.0022000000000000006,3.44,0.026000000000000002
0.00221,3.52,0.028
0.0022199999999999998,3.44,0.028
0.002230000000000001,3.52,0.026000000000000002
0.0022400000000000007,3.52,0.028
0.0022500000000000003,3.52,0.028
0.00226,3.44,0.03
0.002270000000000001,3.44,0.03
0.0022800000000000008,3.44,0.032
0.0022900000000000004,3.52,0.034
0.0023,3.52,0.032
0.0023100000000000013,3.52,0.034
0.002320000000000001,3.44,0.036000000000000004
0.0023300000000000005,3.52,0.036000000000000004
0.00234,3.44,0.036000000000000004
0.0023499999999999997,3.44,0.038
0.002360000000000001,3.52,0.038
0.0023700000000000006,3.52,0.04
0.00238,3.44,0.04
0.0023899999999999998,3.52,0.042
0.002400000000000001,3.52,0.042
0.0024100000000000007,3.52,0.044
0.0024200000000000003,3.44,0.046
0.00243,3.44,0.046
0.002440000000000001,3.44,0.048
0.002450000000000001,3.44,0.048
0.0024600000000000004,3.52,0.05
0.00247,3.52,0.05
0.0024800000000000013,3.44,0.052000000000000005
0.002490000000000001,3.44,0.054
0.0025000000000000005,3.44,0.056
0.00251,3.52,0.058
0.0025199999999999997,3.44,0.058
0.002530000000000001,3.44,0.06
0.0025400000000000006,3.52,0.062
0.00255,3.44,0.064
0.0025599999999999998,3.52,0.064
0.002570000000000001,3.44,0.066
0.0025800000000000007,3.44,0.066
0.0025900000000000003,3.44,0.066
0.0026,3.44,0.068
0.002610000000000001,3.44,0.07200000000000001
0.002620000000000001,3.52,0.07200000000000001
0.0026300000000000004,3.44,0.074
0.00264,3.44,0.074
0.0026500000000000013,3.44,0.074
0.002660000000000001,3.52,0.078
0.0026700000000000005,3.44,0.08
0.00268,3.44,0.08
0.0026899999999999997,3.44,0.082
0.002700000000000001,3.52,0.082
0.0027100000000000006,3.44,0.082
0.00272,3.44,0.084
0.00273,3.52,0.084
0.002740000000000001,3.52,0.08600000000000001
0.0027500000000000007,3.52,0.08600000000000001
0.0027600000000000003,3.44,0.088
0.00277,3.44,0.09
0.0027800000000000012,3.44,0.088
0.002790000000000001,3.44,0.09
0.0028000000000000004,3.44,0.09
0.00281,3.44,0.094
0.0028200000000000013,3.44,0.09
0.002830000000000001,3.44,0.092
0.0028400000000000005,3.44,0.094
0.00285,3.44,0.094
0.0028600000000000014,3.44,0.096
0.002870000000000001,3.52,0.096
0.0028800000000000006,3.44,0.096
0.00289,3.44,0.096
0.0029,3.44,0.098
0.002910000000000001,3.44,0.1
0.0029200000000000007,3.44,0.1
0.0029300000000000003,3.52,0.1
0.00294,3.52,0.10200000000000001
0.0029500000000000012,3.52,0.10200000000000001
0.002960000000000001,3.52,0.10400000000000001
0.0029700000000000004,3.44,0.10400000000000001
0.00298,3.52,0.10400000000000001
0.0029900000000000013,3.44,0.10400000000000001
0.003000000000000001,3.52,0.106
0.0030100000000000005,3.52,0.10400000000000001
0.00302,3.52,0.106
0.0030300000000000014,3.52,0.108
0.003040000000000001,3.44,0.106
0.0030500000000000006,3.52,0.108
0.0030600000000000002,3.52,0.106
0.00307,3.44,0.106
0.003080000000000001,3.44,0.108
0.0030900000000000007,3.44,0.108
0.0031000000000000003,3.52,0.108
0.00311,3.52,0.108
0.0031200000000000012,3.52,0.108
0.003130000000000001,3.44,0.108
0.0031400000000000004,3.52,0.108
0.00315,3.52,0.108
0.0031599999999999996,3.52,0.11
0.003169999999999999,3.44,0.11
0.0031800000000000023,3.52,0.108
0.003190000000000002,3.44,0.11
0.0032000000000000015,3.52,0.108
0.003210000000000001,3.44,0.11
0.0032200000000000006,3.52,0.108
0.0032300000000000002,3.44,0.11
0.00324,3.52,0.11
0.0032499999999999994,3.44,0.11
0.003259999999999999,3.52,0.11
0.003270000000000002,3.44,0.11
0.0032800000000000017,3.44,0.112
0.0032900000000000013,3.52,0.112
0.003300000000000001,3.52,0.112
0.0033100000000000004,3.52,0.11
0.00332,3.52,0.112
0.0033299999999999996,3.52,0.112
0.0033399999999999992,3.52,0.112
0.0033500000000000023,3.44,0.114
0.003360000000000002,3.52,0.114
0.0033700000000000015,3.44,0.114
0.003380000000000001,3.44,0.112
0.0033900000000000007,3.52,0.114
0.0034000000000000002,3.44,0.114
0.00341,3.44,0.116
0.0034199999999999994,3.52,0.114
0.003429999999999999,3.44,0.114
0.003440000000000002,3.52,0.114
0.0034500000000000017,3.44,0.114
0.0034600000000000013,3.52,0.114
0.003470000000000001,3.52,0.114
0.0034800000000000005,3.52,0.114
0.00349,3.52,0.112
0.0034999999999999996,3.44,0.114
0.0035099999999999992,3.44,0.112
0.0035200000000000023,3.52,0.112
0.003530000000000002,3.52,0.112
0.0035400000000000015,3.44,0.114
0.003550000000000001,3.44,0.112
0.0035600000000000007,3.44,0.114
0.0035700000000000003,3.52,0.114
0.00358,3.52,0.114
0.0035899999999999994,3.44,0.112
0.003599999999999999,3.44,0.114
0.003610000000000002,3.52,0.112
0.0036200000000000017,3.44,0.114
0.0036300000000000013,3.44,0.112
0.003640000000000001,3.44,0.114
0.0036500000000000005,3.52,0.114
0.00366,3.44,0.114
0.0036699999999999997,3.44,0.114
0.0036799999999999992,3.52,0.114
0.0036900000000000023,3.52,0.114
0.003700000000000002,3.52,0.114
0.0037100000000000015,3.44,0.114
0.003720000000000001,3.52,0.114
0.0037300000000000007,3.52,0.114
0.0037400000000000003,3.44,0.114
0.00375,3.44,0.114
0.0037599999999999995,3.44,0.114
0.003769999999999999,3.52,0.114
0.003780000000000002,3.44,0.114
0.0037900000000000017,3.52,0.114
0.0038000000000000013,3.52,0.114
0.003810000000000001,3.52,0.114
0.0038200000000000005,3.44,0.114
0.00383,3.44,0.114
0.0038399999999999997,3.52,0.116
0.0038499999999999993,3.52,0.112
0.0038600000000000023,3.44,0.114
0.003870000000000002,3.44,0.114
0.0038800000000000015,3.44,0.112
0.003890000000000001,3.52,0.114
0.0039000000000000007,3.44,0.112
0.00391,3.52,0.114
0.00392,3.44,0.114
0.0039299999999999995,3.52,0.114
0.003939999999999999,3.52,0.114
0.003950000000000002,3.44,0.112
0.003960000000000002,3.52,0.116
0.003970000000000001,3.52,0.112
0.003980000000000001,3.44,0.114
0.0039900000000000005,3.44,0.114
0.004,3.52,0.112
0.00401,3.52,0.116
0.004019999999999999,3.52,0.114
0.004030000000000002,3.44,0.114
0.004040000000000002,3.52,0.114
0.0040500000000000015,3.52,0.114
0.004060000000000001,3.52,0.114
0.004070000000000001,3.44,0.114
0.00408,3.44,0.114
0.00409,3.52,0.116
0.0040999999999999995,3.52,0.114
0.004109999999999999,3.52,0.114
0.004120000000000002,3.44,0.114
0.004130000000000002,3.44,0.114
0.004140000000000001,3.44,0.116
0.004150000000000001,3.52,0.114
0.0041600000000000005,3.44,0.114
0.00417,3.52,0.114
0.00418,3.44,0.114
0.004189999999999999,3.52,0.112
0.004200000000000002,3.44,0.114
0.004210000000000002,3.52,0.112
0.0042200000000000015,3.52,0.112
0.004230000000000001,3.52,0.114
0.004240000000000001,3.52,0.114
0.00425,3.52,0.114
0.00426,3.44,0.114
0.0042699999999999995,3.44,0.114
0.004279999999999999,3.52,0.112
0.004290000000000002,3.52,0.112
0.004300000000000002,3.44,0.114
0.004310000000000001,3.52,0.112
0.004320000000000001,3.44,0.114
0.0043300000000000005,3.52,0.114
0.00434,3.44,0.114
0.00435,3.52,0.114
0.004359999999999999,3.44,0.114
