Time (s),Voltage (V)
-0.1241,0.2
-0.124,0.2
-0.1239,0.0
-0.12380000000000001,0.2
-0.1237,0.0
-0.1236,0.2
-0.1235,0.2
-0.1234,0.2
-0.1233,0.2
-0.1232,0.2
-0.1231,0.2
-0.123,0.0
-0.1229,0.2
-0.1228,0.2
-0.1227,0.2
-0.1226,0.0
-0.1225,0.2
-0.12240000000000001,0.2
-0.1223,0.2
-0.1222,0.2
-0.1221,0.2
-0.122,0.0
-0.12190000000000001,0.2
-0.1218,0.2
-0.1217,0.2
-0.1216,0.2
-0.1215,0.2
-0.12140000000000001,0.0
-0.1213,0.2
-0.1212,0.0
-0.1211,0.2
-0.121,0.2
-0.12090000000000001,0.2
-0.1208,0.2
-0.1207,0.2
-0.1206,0.2
-0.1205,0.2
-0.12040000000000001,0.2
-0.1203,0.2
-0.1202,0.2
-0.1201,0.2
-0.12,0.0
-0.1199,0.2
-0.1198,0.2
-0.1197,0.2
-0.1196,0.0
-0.1195,0.2
-0.1194,0.2
-0.1193,0.2
-0.1192,0.0
-0.1191,0.2
-0.119,0.2
-0.1189,0.2
-0.1188,0.2
-0.1187,0.2
-0.1186,0.2
-0.11850000000000001,0.2
-0.1184,0.0
-0.1183,0.0
-0.1182,0.0
-0.1181,0.2
-0.11800000000000001,0.2
-0.1179,0.2
-0.1178,0.2
-0.1177,0.2
-0.1176,0.2
-0.11750000000000001,0.2
-0.1174,0.2
-0.1173,0.0
-0.1172,0.2
-0.1171,0.2
-0.117,0.2
-0.1169,0.2
-0.1168,0.2
-0.1167,0.2
-0.1166,0.2
-0.1165,0.2
-0.1164,0.2
-0.1163,0.0
-0.1162,0.2
-0.11610000000000001,0.2
-0.116,0.0
-0.1159,0.2
-0.1158,0.2
-0.1157,0.2
-0.11560000000000001,0.2
-0.1155,0.0
-0.1154,0.2
-0.1153,0.2
-0.1152,0.2
-0.11510000000000001,0.2
-0.115,0.2
-0.1149,0.2
-0.1148,0.2
-0.1147,0.2
-0.11460000000000001,0.2
-0.1145,0.2
-0.1144,0.2
-0.1143,0.2
-0.1142,0.2
-0.11410000000000001,0.2
-0.114,0.2
-0.1139,0.2
-0.1138,0.2
-0.1137,0.2
-0.1136,0.2
-0.1135,0.0
-0.1134,0.2
-0.1133,0.2
-0.1132,0.2
-0.1131,0.2
-0.113,0.2
-0.1129,0.2
-0.1128,0.0
-0.1127,0.2
-0.1126,0.2
-0.1125,0.0
-0.1124,0.2
-0.1123,0.2
-0.1122,0.2
-0.1121,0.2
-0.112,0.2
-0.1119,0.2
-0.1118,0.2
-0.1117,0.2
-0.1116,3.4000000000000004
-0.1115,3.4000000000000004
-0.1114,3.4000000000000004
-0.1113,3.4000000000000004
-0.11120000000000001,3.4000000000000004
-0.1111,3.4000000000000004
-0.111,3.4000000000000004
-0.1109,3.4000000000000004
-0.1108,3.4000000000000004
-0.1107,3.4000000000000004
-0.1106,3.4000000000000004
-0.1105,3.4000000000000004
-0.1104,3.4000000000000004
-0.1103,3.4000000000000004
-0.1102,3.4000000000000004
-0.1101,3.4000000000000004
-0.11,3.4000000000000004
-0.1099,3.4000000000000004
-0.10980000000000001,3.4000000000000004
-0.1097,3.4000000000000004
-0.1096,3.4000000000000004
-0.1095,3.4000000000000004
-0.1094,3.4000000000000004
-0.10930000000000001,3.4000000000000004
-0.1092,3.4000000000000004
-0.1091,3.4000000000000004
-0.109,3.4000000000000004
-0.1089,3.4000000000000004
-0.10880000000000001,3.4000000000000004
-0.1087,3.4000000000000004
-0.1086,3.4000000000000004
-0.1085,3.4000000000000004
-0.1084,3.4000000000000004
-0.10830000000000001,3.4000000000000004
-0.1082,3.4000000000000004
-0.1081,3.4000000000000004
-0.108,3.4000000000000004
-0.1079,3.4000000000000004
-0.1078,3.4000000000000004
-0.1077,3.4000000000000004
-0.1076,3.4000000000000004
-0.1075,3.4000000000000004
-0.1074,3.4000000000000004
-0.1073,3.4000000000000004
-0.1072,3.4000000000000004
-0.1071,3.4000000000000004
-0.107,3.4000000000000004
-0.1069,3.4000000000000004
-0.1068,3.4000000000000004
-0.1067,3.4000000000000004
-0.1066,3.4000000000000004
-0.1065,3.4000000000000004
-0.1064,3.4000000000000004
-0.1063,3.4000000000000004
-0.1062,3.4000000000000004
-0.1061,3.4000000000000004
-0.106,3.4000000000000004
-0.1059,3.4000000000000004
-0.1058,3.4000000000000004
-0.1057,3.4000000000000004
-0.1056,3.4000000000000004
-0.1055,3.4000000000000004
-0.1054,3.4000000000000004
-0.1053,3.4000000000000004
-0.1052,3.4000000000000004
-0.1051,3.2
-0.105,3.4000000000000004
-0.1049,3.4000000000000004
-0.1048,3.4000000000000004
-0.1047,3.4000000000000004
-0.1046,3.4000000000000004
-0.10450000000000001,3.4000000000000004
-0.10439999999999999,3.4000000000000004
-0.1043,3.4000000000000004
-0.1042,3.2
-0.1041,3.4000000000000004
-0.10400000000000001,3.4000000000000004
-0.10389999999999999,3.4000000000000004
-0.1038,3.4000000000000004
-0.1037,3.4000000000000004
-0.1036,3.4000000000000004
-0.10350000000000001,3.4000000000000004
-0.1034,3.4000000000000004
-0.1033,3.4000000000000004
-0.1032,3.4000000000000004
-0.1031,3.2
-0.10300000000000001,3.4000000000000004
-0.1029,3.4000000000000004
-0.1028,3.4000000000000004
-0.1027,3.2
-0.1026,3.4000000000000004
-0.10250000000000001,3.4000000000000004
-0.1024,3.4000000000000004
-0.1023,3.4000000000000004
-0.1022,3.4000000000000004
-0.1021,3.4000000000000004
-0.10200000000000001,3.4000000000000004
-0.1019,3.4000000000000004
-0.1018,3.4000000000000004
-0.1017,3.4000000000000004
-0.1016,3.4000000000000004
-0.1015,3.4000000000000004
-0.1014,3.4000000000000004
-0.1013,3.4000000000000004
-0.1012,3.4000000000000004
-0.1011,3.4000000000000004
-0.101,3.4000000000000004
-0.1009,3.4000000000000004
-0.1008,3.4000000000000004
-0.1007,3.4000000000000004
-0.1006,3.4000000000000004
-0.1005,3.4000000000000004
-0.1004,3.4000000000000004
-0.1003,3.4000000000000004
-0.1002,3.4000000000000004
-0.1001,3.4000000000000004
-0.1,3.4000000000000004
-0.0999,3.4000000000000004
-0.0998,3.4000000000000004
-0.0997,3.4000000000000004
-0.0996,3.4000000000000004
-0.0995,3.4000000000000004
-0.0994,3.4000000000000004
-0.0993,3.4000000000000004
-0.0992,3.4000000000000004
-0.0991,3.4000000000000004
-0.099,3.4000000000000004
-0.0989,3.4000000000000004
-0.0988,3.4000000000000004
-0.0987,3.4000000000000004
-0.0986,3.4000000000000004
-0.0985,3.4000000000000004
-0.0984,3.4000000000000004
-0.0983,3.4000000000000004
-0.0982,3.4000000000000004
-0.09809999999999999,3.4000000000000004
-0.098,3.4000000000000004
-0.0979,3.4000000000000004
-0.0978,3.4000000000000004
-0.09770000000000001,3.4000000000000004
-0.09759999999999999,3.4000000000000004
-0.0975,3.4000000000000004
-0.0974,3.4000000000000004
-0.0973,3.4000000000000004
-0.09720000000000001,3.4000000000000004
-0.0971,3.4000000000000004
-0.097,3.4000000000000004
-0.0969,3.4000000000000004
-0.0968,3.2
-0.09670000000000001,3.4000000000000004
-0.0966,3.2
-0.0965,3.4000000000000004
-0.0964,3.4000000000000004
-0.0963,3.4000000000000004
-0.09620000000000001,3.4000000000000004
-0.0961,3.4000000000000004
-0.096,3.4000000000000004
-0.0959,3.4000000000000004
-0.0958,3.4000000000000004
-0.09570000000000001,3.4000000000000004
-0.0956,3.4000000000000004
-0.0955,3.4000000000000004
-0.0954,3.2
-0.0953,3.4000000000000004
-0.0952,3.4000000000000004
-0.0951,3.4000000000000004
-0.095,3.4000000000000004
-0.0949,3.4000000000000004
-0.0948,3.4000000000000004
-0.0947,3.4000000000000004
-0.0946,3.4000000000000004
-0.0945,3.4000000000000004
-0.0944,3.4000000000000004
-0.0943,3.4000000000000004
-0.0942,3.4000000000000004
-0.0941,3.4000000000000004
-0.094,3.4000000000000004
-0.0939,3.4000000000000004
-0.0938,3.4000000000000004
-0.0937,3.4000000000000004
-0.0936,3.4000000000000004
-0.0935,3.4000000000000004
-0.0934,3.4000000000000004
-0.0933,3.4000000000000004
-0.0932,3.4000000000000004
-0.0931,3.4000000000000004
-0.093,3.4000000000000004
-0.0929,3.4000000000000004
-0.0928,3.2
-0.0927,3.4000000000000004
-0.0926,3.4000000000000004
-0.0925,3.4000000000000004
-0.09240000000000001,3.4000000000000004
-0.0923,3.4000000000000004
-0.0922,3.4000000000000004
-0.0921,3.4000000000000004
-0.092,3.4000000000000004
-0.09190000000000001,3.4000000000000004
-0.09179999999999999,3.4000000000000004
-0.0917,3.4000000000000004
-0.0916,3.4000000000000004
-0.0915,3.4000000000000004
-0.09140000000000001,3.4000000000000004
-0.09129999999999999,3.4000000000000004
-0.0912,3.4000000000000004
-0.0911,3.4000000000000004
-0.091,0.2
-0.09090000000000001,0.2
-0.09079999999999999,0.2
-0.0907,0.0
-0.0906,0.2
-0.0905,0.2
-0.09040000000000001,0.2
-0.09029999999999999,0.2
-0.0902,0.0
-0.0901,0.2
-0.09,0.2
-0.08990000000000001,0.0
-0.08979999999999999,0.2
-0.0897,0.2
-0.0896,0.2
