Time (s),CH1_Voltage (V),CH2_Voltage (V),CH3_Voltage (V),CH4_Voltage (V)
-0.00224,0.0,0.0,0.0,2.0
-0.002238,0.0,0.0,0.0,2.0
-0.0022359999999999997,0.0,0.0,0.0,2.0
-0.002234,0.0,0.0,0.0,2.0
-0.0022319999999999996,0.0,0.0,0.0,2.0
-0.0022299999999999998,0.0,0.0,0.0,2.0
-0.002228,0.0,0.0,0.0,2.0
-0.0022259999999999997,0.0,0.0,0.0,2.0
-0.002224,0.0,0.0,0.0,2.0
-0.002222,0.0,0.0,0.0,2.0
-0.0022199999999999998,0.0,0.0,0.0,2.0
-0.002218,0.0,0.0,0.0,2.0
-0.0022159999999999997,0.0,0.0,0.0,2.0
-0.002214,0.0,0.0,0.0,2.0
-0.002212,0.0,0.0,0.0,2.0
-0.0022099999999999997,0.0,0.0,0.0,0.0
-0.002208,0.0,-2.0,0.0,2.0
-0.0022059999999999996,0.0,0.0,0.0,2.0
-0.002204,0.0,-2.0,0.0,2.0
-0.002202,0.0,0.0,0.0,2.0
-0.0021999999999999997,0.0,0.0,0.0,2.0
-0.002198,0.0,0.0,0.0,2.0
-0.0021959999999999996,0.0,0.0,0.0,2.0
-0.0021939999999999998,0.0,0.0,0.0,2.0
-0.002192,0.0,0.0,0.0,2.0
-0.0021899999999999997,0.0,0.0,0.0,2.0
-0.002188,0.0,0.0,0.0,2.0
-0.002186,0.0,0.0,0.0,2.0
-0.0021839999999999997,0.0,0.0,0.0,2.0
-0.002182,0.0,0.0,2.0,2.0
-0.0021799999999999996,0.0,0.0,0.0,2.0
-0.002178,0.0,0.0,0.0,2.0
-0.002176,0.0,0.0,0.0,2.0
-0.0021739999999999997,2.0,0.0,0.0,2.0
-0.002172,0.0,0.0,0.0,2.0
-0.0021699999999999996,0.0,0.0,0.0,2.0
-0.002168,0.0,0.0,0.0,2.0
-0.002166,0.0,0.0,0.0,2.0
-0.0021639999999999997,0.0,0.0,0.0,2.0
-0.002162,0.0,0.0,0.0,2.0
-0.0021599999999999996,0.0,0.0,0.0,2.0
-0.0021579999999999998,2.0,0.0,0.0,2.0
-0.002156,0.0,0.0,0.0,2.0
