Time (s),CH1_Voltage (V),CH2_Voltage (V),CH3_Voltage (V),CH4_Voltage (V)
-0.25,0.0,32.0,0.0,34.0
-0.2498,0.0,32.0,0.0,34.0
-0.2496,0.0,32.0,0.0,36.0
-0.2494,0.0,32.0,0.0,34.0
-0.2492,0.0,32.0,0.0,34.0
-0.249,0.0,32.0,0.0,34.0
-0.2488,0.0,34.0,0.0,34.0
-0.2486,0.0,32.0,0.0,34.0
-0.2484,0.0,32.0,0.0,36.0
-0.2482,0.0,32.0,0.0,34.0
-0.248,0.0,32.0,0.0,34.0
-0.2478,0.0,32.0,0.0,34.0
-0.2476,0.0,32.0,0.0,34.0
-0.2474,0.0,34.0,0.0,34.0
-0.2472,0.0,32.0,0.0,34.0
-0.247,0.0,34.0,0.0,34.0
-0.2468,0.0,32.0,0.0,34.0
-0.24659999999999999,0.0,34.0,0.0,34.0
-0.2464,2.0,32.0,0.0,34.0
-0.2462,0.0,32.0,0.0,36.0
-0.246,2.0,34.0,0.0,34.0
-0.2458,0.0,32.0,0.0,34.0
-0.2456,0.0,34.0,0.0,34.0
-0.2454,0.0,34.0,0.0,34.0
-0.2452,0.0,32.0,0.0,34.0
-0.245,0.0,32.0,0.0,34.0
-0.2448,2.0,32.0,0.0,34.0
-0.2446,0.0,34.0,0.0,34.0
-0.2444,2.0,34.0,0.0,34.0
-0.2442,0.0,32.0,0.0,34.0
-0.244,0.0,32.0,0.0,34.0
-0.2438,0.0,34.0,0.0,34.0
-0.2436,0.0,34.0,0.0,34.0
-0.2434,0.0,32.0,2.0,34.0
-0.2432,0.0,32.0,0.0,34.0
-0.243,0.0,34.0,0.0,34.0
-0.2428,0.0,32.0,0.0,34.0
-0.2426,0.0,32.0,0.0,34.0
-0.2424,0.0,34.0,0.0,34.0
-0.2422,0.0,34.0,0.0,34.0
-0.242,0.0,32.0,0.0,34.0
-0.2418,0.0,32.0,0.0,34.0
-0.2416,0.0,34.0,0.0,34.0
-0.2414,0.0,32.0,0.0,34.0
-0.2412,0.0,32.0,0.0,36.0
-0.241,0.0,34.0,0.0,34.0
-0.24080000000000001,0.0,32.0,0.0,34.0
-0.2406,0.0,34.0,0.0,34.0
-0.2404,0.0,32.0,0.0,34.0
-0.2402,0.0,32.0,0.0,34.0
-0.24,0.0,32.0,2.0,36.0
-0.2398,0.0,32.0,0.0,34.0
-0.2396,0.0,32.0,0.0,34.0
-0.2394,0.0,32.0,0.0,36.0
-0.2392,0.0,32.0,0.0,34.0
-0.239,0.0,34.0,0.0,34.0
-0.2388,0.0,32.0,0.0,34.0
-0.2386,0.0,32.0,0.0,34.0
-0.2384,0.0,34.0,0.0,34.0
-0.2382,0.0,32.0,0.0,34.0
-0.238,0.0,34.0,0.0,36.0
-0.2378,0.0,32.0,0.0,34.0
-0.2376,0.0,32.0,0.0,34.0
-0.2374,0.0,32.0,0.0,34.0
-0.2372,0.0,32.0,0.0,34.0
-0.237,2.0,32.0,0.0,34.0
-0.2368,0.0,32.0,0.0,34.0
-0.2366,0.0,32.0,0.0,34.0
-0.2364,0.0,34.0,0.0,34.0
-0.2362,0.0,34.0,0.0,34.0
-0.236,2.0,32.0,0.0,34.0
-0.2358,0.0,32.0,0.0,34.0
-0.2356,0.0,34.0,0.0,36.0
-0.2354,0.0,34.0,0.0,34.0
-0.2352,0.0,32.0,0.0,34.0
-0.235,0.0,34.0,0.0,36.0
-0.2348,0.0,34.0,0.0,34.0
-0.2346,0.0,32.0,2.0,34.0
-0.2344,0.0,32.0,0.0,34.0
-0.2342,0.0,32.0,2.0,34.0
-0.23399999999999999,2.0,32.0,0.0,34.0
-0.2338,0.0,34.0,0.0,34.0
-0.2336,0.0,32.0,0.0,34.0
-0.2334,0.0,32.0,0.0,34.0
-0.2332,0.0,32.0,0.0,34.0
-0.23299999999999998,0.0,32.0,0.0,34.0
-0.2328,0.0,32.0,0.0,34.0
-0.2326,0.0,32.0,0.0,34.0
-0.2324,0.0,32.0,0.0,34.0
-0.2322,0.0,32.0,0.0,34.0
-0.23199999999999998,0.0,32.0,0.0,34.0
-0.2318,0.0,32.0,0.0,34.0
-0.2316,0.0,32.0,0.0,36.0
-0.2314,0.0,34.0,2.0,34.0
-0.2312,0.0,32.0,0.0,34.0
-0.231,0.0,34.0,0.0,34.0
-0.2308,0.0,34.0,0.0,34.0
-0.2306,0.0,32.0,0.0,36.0
-0.2304,0.0,34.0,0.0,34.0
-0.2302,0.0,32.0,0.0,34.0
-0.23,0.0,32.0,0.0,34.0
-0.2298,0.0,34.0,0.0,36.0
-0.2296,0.0,34.0,0.0,34.0
-0.2294,2.0,34.0,0.0,34.0
-0.2292,0.0,34.0,0.0,34.0
-0.229,0.0,32.0,0.0,34.0
-0.2288,0.0,32.0,0.0,34.0
-0.2286,0.0,32.0,0.0,34.0
-0.2284,2.0,32.0,0.0,34.0
-0.22820000000000001,0.0,32.0,0.0,34.0
-0.228,0.0,34.0,0.0,34.0
-0.2278,0.0,32.0,0.0,34.0
-0.2276,0.0,34.0,0.0,34.0
-0.2274,0.0,32.0,2.0,34.0
-0.2272,0.0,32.0,0.0,34.0
-0.227,0.0,32.0,0.0,34.0
-0.2268,0.0,34.0,0.0,34.0
-0.2266,0.0,34.0,0.0,34.0
-0.2264,0.0,32.0,0.0,34.0
-0.2262,0.0,34.0,0.0,34.0
-0.226,0.0,32.0,0.0,34.0
-0.2258,0.0,34.0,0.0,34.0
-0.2256,0.0,32.0,0.0,34.0
-0.2254,0.0,32.0,0.0,34.0
-0.2252,0.0,32.0,0.0,34.0
-0.225,0.0,32.0,0.0,34.0
-0.2248,0.0,32.0,0.0,34.0
-0.2246,0.0,34.0,0.0,34.0
-0.2244,2.0,32.0,0.0,34.0
-0.2242,0.0,32.0,0.0,34.0
-0.224,0.0,34.0,0.0,34.0
-0.2238,0.0,32.0,0.0,34.0
-0.2236,0.0,34.0,0.0,34.0
-0.2234,0.0,34.0,0.0,34.0
-0.2232,2.0,34.0,0.0,34.0
-0.223,0.0,34.0,0.0,34.0
-0.2228,0.0,32.0,2.0,34.0
-0.2226,0.0,34.0,0.0,34.0
-0.2224,0.0,32.0,0.0,34.0
-0.2222,0.0,32.0,0.0,34.0
-0.222,0.0,32.0,0.0,34.0
-0.2218,2.0,32.0,0.0,34.0
-0.2216,0.0,34.0,0.0,34.0
-0.22139999999999999,0.0,32.0,0.0,34.0
-0.2212,0.0,34.0,0.0,34.0
-0.221,0.0,32.0,0.0,34.0
-0.2208,0.0,32.0,0.0,34.0
-0.2206,0.0,34.0,0.0,34.0
-0.22039999999999998,0.0,34.0,0.0,34.0
-0.2202,0.0,32.0,0.0,34.0
-0.22,0.0,32.0,0.0,34.0
-0.2198,0.0,34.0,0.0,34.0
-0.2196,0.0,32.0,0.0,34.0
-0.21939999999999998,0.0,34.0,0.0,34.0
-0.2192,0.0,32.0,0.0,34.0
-0.219,0.0,32.0,0.0,34.0
-0.2188,0.0,32.0,0.0,34.0
-0.2186,0.0,34.0,0.0,34.0
-0.21839999999999998,0.0,34.0,0.0,34.0
-0.2182,0.0,32.0,0.0,34.0
-0.218,0.0,34.0,2.0,34.0
-0.2178,0.0,32.0,2.0,34.0
-0.21760000000000002,0.0,32.0,2.0,34.0
-0.21739999999999998,0.0,32.0,0.0,34.0
-0.2172,0.0,34.0,0.0,34.0
-0.217,0.0,34.0,0.0,34.0
-0.2168,0.0,34.0,0.0,34.0
-0.21660000000000001,0.0,34.0,0.0,34.0
-0.21639999999999998,0.0,34.0,0.0,34.0
-0.2162,0.0,32.0,0.0,34.0
-0.216,0.0,34.0,0.0,34.0
-0.2158,0.0,34.0,0.0,34.0
-0.2156,2.0,32.0,0.0,34.0
-0.2154,2.0,32.0,0.0,34.0
-0.2152,0.0,32.0,0.0,34.0
-0.215,0.0,34.0,0.0,36.0
-0.2148,0.0,32.0,0.0,36.0
-0.2146,0.0,34.0,2.0,34.0
-0.2144,0.0,34.0,0.0,34.0
-0.2142,0.0,34.0,2.0,34.0
-0.214,0.0,32.0,0.0,34.0
-0.2138,0.0,32.0,0.0,34.0
-0.2136,0.0,32.0,0.0,34.0
-0.2134,0.0,32.0,0.0,34.0
-0.2132,0.0,34.0,0.0,34.0
-0.213,0.0,32.0,0.0,34.0
-0.2128,0.0,32.0,0.0,34.0
-0.2126,0.0,32.0,0.0,34.0
-0.2124,0.0,32.0,2.0,34.0
-0.2122,0.0,32.0,0.0,34.0
-0.212,0.0,32.0,0.0,34.0
-0.2118,0.0,32.0,0.0,34.0
-0.2116,0.0,32.0,0.0,34.0
-0.2114,0.0,34.0,2.0,34.0
-0.2112,0.0,34.0,2.0,34.0
-0.211,0.0,32.0,0.0,36.0
-0.2108,0.0,32.0,0.0,34.0
-0.2106,0.0,32.0,0.0,34.0
-0.2104,0.0,32.0,0.0,34.0
-0.2102,0.0,32.0,0.0,34.0
-0.21,0.0,32.0,0.0,34.0
-0.2098,0.0,32.0,0.0,34.0
-0.2096,0.0,34.0,0.0,34.0
-0.2094,0.0,32.0,0.0,34.0
-0.2092,0.0,32.0,0.0,34.0
-0.209,0.0,32.0,2.0,34.0
-0.20879999999999999,0.0,32.0,0.0,34.0
-0.2086,0.0,34.0,2.0,34.0
-0.2084,2.0,34.0,0.0,34.0
-0.2082,0.0,32.0,0.0,34.0
-0.208,0.0,34.0,0.0,34.0
-0.20779999999999998,0.0,32.0,0.0,34.0
-0.2076,0.0,32.0,2.0,34.0
-0.2074,0.0,32.0,0.0,34.0
-0.2072,2.0,32.0,0.0,34.0
-0.207,0.0,34.0,0.0,34.0
-0.20679999999999998,0.0,32.0,0.0,34.0
-0.2066,0.0,34.0,0.0,34.0
-0.2064,0.0,32.0,0.0,34.0
-0.2062,0.0,34.0,0.0,34.0
-0.206,0.0,32.0,0.0,34.0
-0.20579999999999998,0.0,34.0,0.0,34.0
-0.2056,2.0,34.0,0.0,34.0
-0.2054,0.0,34.0,0.0,34.0
-0.2052,0.0,32.0,0.0,34.0
-0.205,0.0,32.0,0.0,34.0
-0.20479999999999998,0.0,34.0,2.0,34.0
-0.2046,0.0,32.0,0.0,34.0
-0.2044,0.0,32.0,2.0,34.0
-0.2042,0.0,34.0,0.0,34.0
-0.20400000000000001,0.0,32.0,0.0,34.0
-0.20379999999999998,0.0,32.0,0.0,36.0
-0.2036,0.0,32.0,0.0,34.0
-0.2034,0.0,32.0,2.0,34.0
-0.2032,2.0,32.0,0.0,34.0
-0.203,0.0,32.0,0.0,34.0
-0.2028,0.0,32.0,0.0,34.0
-0.2026,0.0,32.0,0.0,36.0
-0.2024,0.0,32.0,0.0,34.0
-0.2022,0.0,34.0,0.0,34.0
-0.202,0.0,32.0,0.0,34.0
-0.2018,0.0,32.0,0.0,36.0
-0.2016,0.0,32.0,0.0,34.0
-0.2014,0.0,32.0,0.0,34.0
-0.2012,0.0,32.0,2.0,34.0
-0.201,0.0,32.0,0.0,34.0
-0.2008,0.0,34.0,0.0,34.0
-0.2006,0.0,32.0,0.0,34.0
-0.2004,0.0,34.0,0.0,34.0
-0.2002,0.0,32.0,0.0,36.0
-0.2,0.0,34.0,0.0,34.0
-0.1998,2.0,34.0,0.0,34.0
-0.1996,0.0,34.0,0.0,34.0
-0.1994,0.0,32.0,0.0,34.0
-0.1992,0.0,32.0,0.0,34.0
-0.199,0.0,34.0,0.0,34.0
-0.1988,2.0,34.0,0.0,34.0
-0.1986,0.0,32.0,0.0,34.0
-0.1984,0.0,32.0,0.0,34.0
-0.1982,0.0,32.0,0.0,34.0
-0.198,0.0,34.0,0.0,34.0
-0.1978,0.0,32.0,2.0,34.0
-0.1976,0.0,32.0,0.0,34.0
-0.1974,0.0,32.0,0.0,34.0
-0.1972,0.0,34.0,0.0,34.0
-0.197,0.0,34.0,0.0,34.0
-0.1968,0.0,32.0,0.0,34.0
-0.1966,0.0,34.0,0.0,34.0
-0.1964,0.0,34.0,0.0,34.0
-0.19619999999999999,2.0,34.0,0.0,34.0
-0.196,0.0,32.0,0.0,34.0
-0.1958,0.0,34.0,0.0,34.0
-0.1956,0.0,34.0,0.0,34.0
-0.1954,2.0,32.0,0.0,34.0
-0.19519999999999998,0.0,34.0,0.0,34.0
-0.195,2.0,32.0,0.0,34.0
-0.1948,0.0,32.0,0.0,34.0
-0.1946,0.0,34.0,0.0,34.0
-0.1944,0.0,32.0,0.0,34.0
-0.19419999999999998,0.0,34.0,0.0,34.0
-0.194,2.0,34.0,0.0,34.0
-0.1938,0.0,32.0,0.0,34.0
-0.1936,0.0,34.0,2.0,34.0
-0.1934,0.0,32.0,0.0,34.0
-0.19319999999999998,2.0,32.0,0.0,34.0
-0.193,0.0,34.0,0.0,36.0
-0.1928,0.0,32.0,2.0,34.0
-0.1926,0.0,32.0,0.0,34.0
-0.1924,0.0,34.0,0.0,36.0
-0.19219999999999998,0.0,32.0,0.0,34.0
-0.192,0.0,32.0,2.0,34.0
-0.1918,0.0,32.0,0.0,2.0
-0.1916,0.0,32.0,0.0,2.0
-0.1914,0.0,32.0,0.0,2.0
-0.19119999999999998,0.0,32.0,0.0,2.0
-0.191,0.0,32.0,0.0,2.0
-0.1908,0.0,32.0,0.0,2.0
-0.1906,0.0,32.0,0.0,2.0
-0.1904,0.0,32.0,0.0,2.0
-0.19019999999999998,0.0,32.0,0.0,2.0
-0.19,0.0,34.0,0.0,2.0
-0.1898,2.0,34.0,0.0,2.0
-0.1896,0.0,34.0,0.0,2.0
-0.1894,0.0,32.0,0.0,2.0
-0.1892,0.0,32.0,0.0,2.0
-0.189,2.0,32.0,0.0,2.0
-0.1888,0.0,32.0,0.0,2.0
-0.1886,0.0,32.0,0.0,2.0
-0.1884,0.0,34.0,0.0,2.0
-0.1882,0.0,34.0,0.0,2.0
-0.188,0.0,32.0,2.0,2.0
-0.1878,2.0,34.0,0.0,2.0
-0.1876,0.0,34.0,0.0,2.0
-0.1874,0.0,32.0,0.0,2.0
-0.18719999999999998,0.0,32.0,0.0,2.0
-0.187,0.0,32.0,2.0,2.0
-0.1868,0.0,34.0,0.0,2.0
-0.1866,0.0,32.0,0.0,2.0
-0.1864,0.0,32.0,0.0,2.0
-0.18619999999999998,0.0,34.0,0.0,2.0
-0.186,0.0,32.0,0.0,2.0
-0.1858,0.0,34.0,0.0,2.0
-0.1856,0.0,32.0,0.0,2.0
-0.1854,0.0,32.0,34.0,2.0
-0.1852,0.0,32.0,34.0,2.0
-0.185,0.0,32.0,34.0,2.0
-0.1848,0.0,34.0,34.0,2.0
-0.1846,0.0,34.0,34.0,2.0
-0.1844,0.0,32.0,34.0,2.0
-0.1842,0.0,32.0,34.0,2.0
-0.184,0.0,34.0,34.0,2.0
-0.1838,0.0,34.0,34.0,0.0
-0.18359999999999999,0.0,34.0,34.0,2.0
-0.1834,0.0,32.0,34.0,2.0
-0.1832,0.0,32.0,34.0,2.0
-0.183,0.0,32.0,34.0,2.0
-0.1828,0.0,34.0,34.0,2.0
-0.18259999999999998,0.0,34.0,34.0,2.0
-0.1824,0.0,34.0,34.0,2.0
-0.1822,0.0,34.0,34.0,2.0
-0.182,0.0,34.0,34.0,2.0
-0.18180000000000002,2.0,32.0,34.0,2.0
-0.18159999999999998,0.0,32.0,34.0,2.0
-0.1814,0.0,32.0,34.0,2.0
-0.1812,0.0,34.0,34.0,2.0
-0.181,0.0,34.0,34.0,2.0
-0.18080000000000002,0.0,34.0,34.0,2.0
-0.18059999999999998,0.0,34.0,34.0,2.0
-0.1804,0.0,32.0,34.0,2.0
-0.1802,0.0,32.0,34.0,2.0
-0.18,0.0,34.0,34.0,2.0
-0.17980000000000002,2.0,32.0,34.0,2.0
-0.17959999999999998,0.0,32.0,34.0,2.0
-0.1794,0.0,34.0,34.0,2.0
-0.1792,0.0,32.0,34.0,2.0
-0.179,0.0,34.0,34.0,2.0
-0.17880000000000001,0.0,32.0,34.0,2.0
-0.17859999999999998,0.0,32.0,34.0,2.0
-0.1784,0.0,34.0,34.0,2.0
-0.1782,0.0,34.0,34.0,2.0
-0.178,0.0,34.0,34.0,2.0
-0.1778,0.0,32.0,34.0,2.0
-0.17759999999999998,0.0,34.0,34.0,2.0
-0.1774,0.0,32.0,36.0,2.0
-0.1772,0.0,34.0,34.0,0.0
-0.177,0.0,32.0,34.0,2.0
-0.1768,0.0,34.0,34.0,2.0
-0.17659999999999998,0.0,34.0,34.0,2.0
-0.1764,0.0,34.0,34.0,2.0
