Time (s),CH1_Voltage (V),CH2_Voltage (V),CH3_Voltage (V),CH4_Voltage (V)
-0.00054,0.0,-2.0,0.0,2.0
-0.000538,0.0,0.0,2.0,2.0
-0.000536,2.0,0.0,0.0,2.0
-0.000534,0.0,0.0,0.0,2.0
-0.000532,0.0,0.0,0.0,2.0
-0.00053,0.0,0.0,0.0,2.0
-0.000528,0.0,0.0,0.0,2.0
-0.000526,0.0,0.0,0.0,2.0
-0.000524,2.0,-2.0,0.0,2.0
-0.000522,0.0,0.0,0.0,2.0
-0.0005200000000000001,0.0,0.0,0.0,2.0
-0.000518,0.0,0.0,0.0,2.0
-0.000516,0.0,0.0,0.0,2.0
-0.000514,0.0,0.0,0.0,2.0
-0.000512,0.0,0.0,0.0,2.0
-0.00051,0.0,0.0,0.0,2.0
-0.000508,0.0,0.0,0.0,0.0
-0.000506,0.0,0.0,0.0,2.0
-0.000504,0.0,0.0,0.0,2.0
-0.0005020000000000001,0.0,0.0,0.0,2.0
-0.0005,0.0,0.0,0.0,2.0
-0.000498,0.0,0.0,0.0,2.0
-0.000496,0.0,0.0,0.0,2.0
-0.000494,0.0,0.0,0.0,2.0
-0.000492,0.0,0.0,0.0,2.0
-0.00049,0.0,0.0,0.0,2.0
-0.000488,0.0,0.0,0.0,2.0
-0.000486,0.0,0.0,0.0,2.0
-0.000484,0.0,0.0,0.0,2.0
-0.000482,0.0,0.0,0.0,2.0
-0.00048,0.0,-2.0,2.0,2.0
-0.000478,0.0,0.0,0.0,2.0
-0.000476,0.0,0.0,0.0,2.0
-0.00047400000000000003,50.0,0.0,0.0,2.0
-0.000472,50.0,0.0,0.0,2.0
-0.00047000000000000004,50.0,0.0,0.0,2.0
-0.000468,50.0,0.0,0.0,2.0
-0.000466,50.0,0.0,0.0,2.0
-0.000464,50.0,0.0,0.0,2.0
-0.000462,50.0,0.0,0.0,2.0
-0.00046,50.0,0.0,0.0,2.0
-0.000458,50.0,0.0,0.0,2.0
-0.000456,50.0,0.0,0.0,2.0
-0.00045400000000000003,50.0,-2.0,0.0,2.0
-0.00045200000000000004,50.0,0.0,0.0,2.0
-0.00045,50.0,0.0,0.0,2.0
-0.000448,50.0,0.0,0.0,2.0
-0.000446,50.0,0.0,0.0,2.0
-0.000444,50.0,0.0,0.0,2.0
-0.000442,50.0,0.0,0.0,2.0
-0.00044,50.0,0.0,0.0,2.0
-0.000438,50.0,0.0,0.0,2.0
-0.000436,50.0,0.0,0.0,2.0
-0.00043400000000000003,48.0,0.0,0.0,2.0
-0.000432,50.0,-2.0,0.0,2.0
-0.00043000000000000004,50.0,0.0,0.0,2.0
-0.000428,50.0,0.0,0.0,2.0
-0.000426,50.0,0.0,0.0,2.0
-0.000424,50.0,0.0,0.0,2.0
-0.000422,50.0,0.0,0.0,2.0
-0.00042,50.0,0.0,0.0,2.0
-0.000418,50.0,0.0,0.0,0.0
-0.00041600000000000003,50.0,0.0,0.0,2.0
-0.000414,48.0,0.0,0.0,2.0
-0.00041200000000000004,50.0,0.0,0.0,0.0
-0.00041,50.0,0.0,0.0,0.0
-0.00040800000000000005,50.0,0.0,0.0,0.0
-0.000406,50.0,0.0,0.0,2.0
-0.000404,0.0,0.0,0.0,2.0
-0.000402,0.0,0.0,0.0,2.0
-0.0004,0.0,0.0,0.0,2.0
-0.000398,0.0,0.0,0.0,2.0
-0.000396,0.0,-2.0,0.0,2.0
-0.00039400000000000004,0.0,0.0,0.0,2.0
-0.000392,0.0,0.0,0.0,2.0
-0.00039000000000000005,0.0,0.0,0.0,2.0
-0.000388,0.0,0.0,0.0,2.0
-0.000386,0.0,0.0,0.0,2.0
-0.000384,0.0,0.0,0.0,2.0
-0.000382,0.0,0.0,0.0,2.0
-0.00038,0.0,0.0,0.0,2.0
-0.000378,0.0,-2.0,0.0,2.0
-0.00037600000000000003,0.0,0.0,0.0,2.0
