Time (s),CH1 Voltage (V),CH2 Voltage (V),CH3 Voltage (V),CH4 Voltage (V)
-0.19917200000000002,-0.2,0.074,0.074,0.074
-0.199168,0.0,0.082,0.082,0.082
-0.199164,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.19916,-0.2,0.078,0.078,0.078
-0.199156,0.0,0.074,0.074,0.074
-0.19915200000000002,0.0,0.09,0.09,0.09
-0.19914800000000002,-0.6000000000000001,0.066,0.066,0.066
-0.19914400000000002,-0.4,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.19914,0.2,0.078,0.078,0.078
-0.199136,0.0,0.094,0.094,0.094
-0.199132,0.0,0.082,0.082,0.082
-0.199128,-0.4,0.094,0.094,0.094
-0.19912400000000002,-0.6000000000000001,0.078,0.078,0.078
-0.19912000000000002,-0.4,0.082,0.082,0.082
-0.19911600000000002,0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.199112,-0.4,0.082,0.082,0.082
-0.199108,-0.2,0.082,0.082,0.082
-0.199104,0.4,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.1991,-0.2,0.082,0.082,0.082
-0.19909600000000002,0.0,0.082,0.082,0.082
-0.19909200000000002,0.0,0.082,0.082,0.082
-0.19908800000000001,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.199084,0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.19908,0.2,0.078,0.078,0.078
-0.199076,-0.2,0.078,0.078,0.078
-0.199072,-0.6000000000000001,0.082,0.082,0.082
-0.19906800000000002,0.2,0.074,0.074,0.074
-0.19906400000000002,0.2,0.09,0.09,0.09
-0.19906000000000001,0.0,0.082,0.082,0.082
-0.199056,-0.2,0.078,0.078,0.078
-0.199052,-0.2,0.078,0.078,0.078
-0.199048,0.0,0.078,0.078,0.078
