Time (s),CH1 Voltage (V),CH2 Voltage (V),CH3 Voltage (V),CH4 Voltage (V)
-0.18858000000000003,0.6000000000000001,0.082,0.082,0.082
-0.18857600000000002,0.0,0.074,0.074,0.074
-0.18857200000000002,-0.2,0.082,0.082,0.082
-0.188568,-0.2,0.082,0.082,0.082
-0.188564,0.0,0.078,0.078,0.078
-0.18856,-0.2,0.07,0.07,0.07
-0.188556,-0.2,0.082,0.082,0.082
-0.188552,-0.2,0.09,0.09,0.09
-0.18854800000000002,-0.2,0.074,0.074,0.074
-0.18854400000000002,-0.2,0.082,0.082,0.082
-0.18854,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.188536,0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.188532,0.4,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.188528,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18852400000000002,0.0,0.082,0.082,0.082
-0.18852000000000002,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18851600000000002,0.0,0.09,0.09,0.09
-0.188512,-0.6000000000000001,0.09,0.09,0.09
-0.188508,0.4,0.078,0.078,0.078
-0.188504,0.4,0.082,0.082,0.082
-0.1885,-0.2,0.082,0.082,0.082
-0.188496,-0.2,0.074,0.074,0.074
-0.18849200000000002,-0.4,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18848800000000002,0.2,0.074,0.074,0.074
-0.188484,0.4,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18848,0.2,0.074,0.074,0.074
-0.188476,-0.4,0.074,0.074,0.074
-0.188472,0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18846800000000002,-0.4,0.074,0.074,0.074
-0.18846400000000002,-0.4,0.078,0.078,0.078
-0.18846000000000002,-0.4,0.09,0.09,0.09
-0.188456,-0.2,0.066,0.066,0.066
-0.188452,-0.2,0.07,0.07,0.07
-0.188448,0.0,0.074,0.074,0.074
-0.188444,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18844000000000002,-0.2,0.078,0.078,0.078
-0.18843600000000002,-0.2,0.082,0.082,0.082
-0.18843200000000002,0.0,0.082,0.082,0.082
-0.188428,0.0,0.078,0.078,0.078
-0.188424,-0.2,0.066,0.066,0.066
-0.18842,-0.4,0.078,0.078,0.078
-0.188416,-0.2,0.082,0.082,0.082
-0.18841200000000002,-0.6000000000000001,0.082,0.082,0.082
-0.18840800000000002,0.2,0.078,0.078,0.078
-0.18840400000000002,0.4,0.09,0.09,0.09
-0.1884,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.188396,-0.4,0.078,0.078,0.078
-0.188392,0.2,0.078,0.078,0.078
-0.188388,0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18838400000000002,0.2,0.09,0.09,0.09
-0.18838000000000002,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18837600000000002,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.188372,0.2,0.078,0.078,0.078
-0.188368,0.6000000000000001,0.078,0.078,0.078
-0.188364,0.0,0.078,0.078,0.078
-0.18836,0.0,0.082,0.082,0.082
-0.18835600000000002,-0.2,0.074,0.074,0.074
-0.18835200000000002,-0.2,0.07,0.07,0.07
-0.18834800000000002,-0.6000000000000001,0.066,0.066,0.066
-0.188344,0.0,0.082,0.082,0.082
-0.18834,0.0,0.078,0.078,0.078
-0.188336,0.0,0.082,0.082,0.082
-0.188332,0.0,0.082,0.082,0.082
-0.18832800000000002,-0.2,0.082,0.082,0.082
-0.18832400000000002,-0.6000000000000001,0.074,0.074,0.074
-0.18832000000000002,0.0,0.07,0.07,0.07
-0.188316,-0.4,0.078,0.078,0.078
-0.188312,0.0,0.078,0.078,0.078
-0.188308,0.4,0.074,0.074,0.074
-0.188304,-0.2,0.078,0.078,0.078
-0.18830000000000002,0.0,0.066,0.066,0.066
-0.18829600000000002,0.0,0.082,0.082,0.082
-0.18829200000000001,0.2,0.082,0.082,0.082
-0.188288,-0.2,0.082,0.082,0.082
-0.188284,-0.2,0.074,0.074,0.074
-0.18828,-0.2,0.078,0.078,0.078
-0.188276,0.2,0.09,0.09,0.09
-0.18827200000000002,0.2,0.078,0.078,0.078
-0.18826800000000002,0.2,0.074,0.074,0.074
-0.18826400000000001,0.2,0.078,0.078,0.078
-0.18826,0.0,0.09,0.09,0.09
-0.188256,0.4,0.078,0.078,0.078
-0.188252,0.2,0.066,0.066,0.066
-0.188248,-0.2,0.078,0.078,0.078
-0.18824400000000002,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18824000000000002,-0.2,0.078,0.078,0.078
-0.18823600000000001,-0.4,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.188232,-0.6000000000000001,0.066,0.066,0.066
-0.188228,-0.4,0.082,0.082,0.082
-0.188224,0.0,0.082,0.082,0.082
-0.18822,-0.2,0.082,0.082,0.082
-0.18821600000000002,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18821200000000002,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18820800000000001,0.0,0.078,0.078,0.078
-0.188204,0.2,0.078,0.078,0.078
-0.1882,0.0,0.078,0.078,0.078
-0.188196,0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18819200000000003,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18818800000000002,0.4,0.082,0.082,0.082
-0.18818400000000002,-0.2,0.082,0.082,0.082
-0.18818000000000001,0.4,0.078,0.078,0.078
-0.188176,0.4,0.074,0.074,0.074
-0.188172,0.0,0.074,0.074,0.074
-0.188168,-0.2,0.078,0.078,0.078
-0.188164,-0.4,0.082,0.082,0.082
-0.18816000000000002,-0.2,0.066,0.066,0.066
-0.18815600000000002,-0.2,0.082,0.082,0.082
-0.188152,-0.6000000000000001,0.078,0.078,0.078
-0.188148,-0.6000000000000001,0.078,0.078,0.078
-0.188144,0.0,0.078,0.078,0.078
-0.18814,0.0,0.082,0.082,0.082
-0.18813600000000003,-0.2,0.082,0.082,0.082
-0.18813200000000002,-0.2,0.074,0.074,0.074
-0.18812800000000002,-0.2,0.082,0.082,0.082
-0.188124,-0.2,0.074,0.074,0.074
-0.18812,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.188116,-0.2,0.082,0.082,0.082
-0.188112,-0.4,0.082,0.082,0.082
-0.188108,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18810400000000002,-0.2,0.082,0.082,0.082
-0.18810000000000002,0.4,0.078,0.078,0.078
-0.188096,-0.2,0.09,0.09,0.09
-0.188092,0.0,0.082,0.082,0.082
-0.188088,-0.4,0.074,0.074,0.074
-0.188084,0.2,0.094,0.094,0.094
-0.18808000000000002,0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18807600000000002,-0.2,0.082,0.082,0.082
-0.18807200000000002,-0.2,0.082,0.082,0.082
-0.188068,0.2,0.078,0.078,0.078
-0.188064,-0.6000000000000001,0.074,0.074,0.074
-0.18806,-0.2,0.078,0.078,0.078
-0.188056,0.0,0.074,0.074,0.074
-0.188052,0.0,0.082,0.082,0.082
-0.18804800000000002,0.0,0.082,0.082,0.082
-0.18804400000000002,-0.4,0.082,0.082,0.082
-0.18804,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.188036,-0.4,0.074,0.074,0.074
-0.188032,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.188028,0.0,0.082,0.082,0.082
-0.18802400000000002,-0.2,0.078,0.078,0.078
-0.18802000000000002,-0.4,0.078,0.078,0.078
-0.18801600000000002,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.188012,-0.2,0.078,0.078,0.078
-0.188008,-0.4,0.078,0.078,0.078
-0.188004,-0.2,0.09,0.09,0.09
-0.188,-0.2,0.078,0.078,0.078
-0.18799600000000002,-0.4,0.074,0.074,0.074
-0.18799200000000002,0.2,0.094,0.094,0.094
-0.18798800000000002,0.0,0.078,0.078,0.078
-0.187984,-0.2,0.082,0.082,0.082
-0.18798,0.0,0.082,0.082,0.082
-0.187976,0.0,0.082,0.082,0.082
-0.187972,-0.2,0.078,0.078,0.078
-0.18796800000000002,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18796400000000002,-0.4,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18796000000000002,-0.2,0.074,0.074,0.074
-0.187956,-0.2,0.082,0.082,0.082
-0.187952,0.0,0.074,0.074,0.074
-0.187948,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187944,-0.2,0.082,0.082,0.082
-0.18794000000000002,0.2,0.074,0.074,0.074
-0.18793600000000002,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18793200000000002,-0.2,0.078,0.078,0.078
-0.187928,0.0,0.09,0.09,0.09
-0.187924,0.0,0.082,0.082,0.082
-0.18792,-0.2,0.074,0.074,0.074
-0.187916,-0.4,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18791200000000002,0.0,0.074,0.074,0.074
-0.18790800000000002,0.2,0.078,0.078,0.078
-0.18790400000000002,-0.2,0.09,0.09,0.09
-0.1879,0.2,0.078,0.078,0.078
-0.187896,-0.6000000000000001,0.078,0.078,0.078
-0.187892,0.0,0.082,0.082,0.082
-0.187888,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18788400000000002,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18788000000000002,0.2,0.078,0.078,0.078
-0.18787600000000002,-0.2,0.07,0.07,0.07
-0.187872,0.2,0.09,0.09,0.09
-0.187868,-0.4,0.074,0.074,0.074
-0.187864,0.0,0.082,0.082,0.082
-0.18786,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18785600000000002,-0.4,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18785200000000002,-0.4,0.078,0.078,0.078
-0.18784800000000001,0.0,0.082,0.082,0.082
-0.187844,0.0,0.082,0.082,0.082
-0.18784,0.2,0.082,0.082,0.082
-0.187836,0.2,0.09,0.09,0.09
-0.187832,-0.8,0.078,0.078,0.078
-0.18782800000000002,-0.2,0.078,0.078,0.078
-0.18782400000000002,-0.4,0.078,0.078,0.078
-0.18782000000000001,0.0,0.082,0.082,0.082
-0.187816,0.0,0.082,0.082,0.082
-0.187812,0.0,0.082,0.082,0.082
-0.187808,-0.2,0.082,0.082,0.082
-0.187804,-0.2,0.07,0.07,0.07
-0.18780000000000002,-0.4,0.074,0.074,0.074
-0.18779600000000002,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18779200000000001,-0.6000000000000001,0.082,0.082,0.082
-0.187788,-0.4,0.078,0.078,0.078
-0.187784,0.0,0.078,0.078,0.078
-0.18778,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187776,-0.4,0.07,0.07,0.07
-0.18777200000000002,-0.4,0.074,0.074,0.074
-0.18776800000000002,0.0,0.082,0.082,0.082
-0.18776400000000001,0.2,0.078,0.078,0.078
-0.18776,0.2,0.082,0.082,0.082
-0.187756,-0.2,0.082,0.082,0.082
-0.187752,-0.2,0.07,0.07,0.07
-0.18774800000000003,0.0,0.09,0.09,0.09
-0.18774400000000002,0.0,0.082,0.082,0.082
-0.18774000000000002,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18773600000000001,-0.4,0.082,0.082,0.082
-0.187732,0.2,0.082,0.082,0.082
-0.187728,0.0,0.09,0.09,0.09
-0.187724,0.4,0.074,0.074,0.074
-0.18772,-0.4,0.074,0.074,0.074
-0.18771600000000002,0.0,0.074,0.074,0.074
-0.18771200000000002,-0.6000000000000001,0.078,0.078,0.078
-0.187708,0.0,0.082,0.082,0.082
-0.187704,0.0,0.09,0.09,0.09
-0.1877,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187696,0.0,0.074,0.074,0.074
-0.18769200000000003,0.2,0.074,0.074,0.074
-0.18768800000000002,0.2,0.078,0.078,0.078
-0.18768400000000002,-0.2,0.078,0.078,0.078
-0.18768,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187676,0.2,0.074,0.074,0.074
-0.187672,0.2,0.074,0.074,0.074
-0.187668,-0.4,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187664,-0.2,0.082,0.082,0.082
-0.18766000000000002,-0.2,0.078,0.078,0.078
-0.18765600000000002,-0.4,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187652,-0.4,0.078,0.078,0.078
-0.187648,-0.2,0.09,0.09,0.09
-0.187644,0.0,0.074,0.074,0.074
-0.18764,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18763600000000002,-0.2,0.066,0.066,0.066
-0.18763200000000002,-0.2,0.082,0.082,0.082
-0.18762800000000002,-0.2,0.082,0.082,0.082
-0.187624,-0.2,0.078,0.078,0.078
-0.18762,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187616,0.0,0.09,0.09,0.09
-0.187612,-0.2,0.074,0.074,0.074
-0.187608,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18760400000000002,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18760000000000002,0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187596,0.0,0.082,0.082,0.082
-0.187592,-0.2,0.082,0.082,0.082
-0.187588,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187584,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18758000000000002,0.2,0.082,0.082,0.082
-0.18757600000000002,-0.2,0.078,0.078,0.078
-0.18757200000000002,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187568,0.2,0.07,0.07,0.07
-0.187564,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18756,-0.2,0.074,0.074,0.074
-0.187556,0.0,0.074,0.074,0.074
-0.18755200000000002,-0.6000000000000001,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18754800000000002,-0.2,0.082,0.082,0.082
-0.18754400000000002,0.0,0.09,0.09,0.09
-0.18754,0.2,0.09,0.09,0.09
-0.187536,-0.6000000000000001,0.082,0.082,0.082
-0.187532,-0.2,0.094,0.094,0.094
-0.187528,-0.2,0.082,0.082,0.082
-0.18752400000000002,-0.2,0.09,0.09,0.09
-0.18752000000000002,-0.4,0.082,0.082,0.082
-0.18751600000000002,-0.2,0.09,0.09,0.09
-0.187512,0.0,0.074,0.074,0.074
-0.187508,0.0,0.074,0.074,0.074
-0.187504,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.1875,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18749600000000002,0.0,0.082,0.082,0.082
-0.18749200000000002,-0.4,0.082,0.082,0.082
-0.18748800000000002,-0.2,0.078,0.078,0.078
-0.187484,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18748,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187476,0.2,0.078,0.078,0.078
-0.187472,0.0,0.078,0.078,0.078
-0.18746800000000002,-0.4,0.082,0.082,0.082
-0.18746400000000002,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18746000000000002,-0.2,0.082,0.082,0.082
-0.187456,0.4,0.082,0.082,0.082
-0.187452,0.4,0.078,0.078,0.078
-0.187448,-0.2,0.074,0.074,0.074
-0.187444,0.2,0.078,0.078,0.078
-0.18744000000000002,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18743600000000002,-0.4,0.074,0.074,0.074
-0.18743200000000002,0.2,0.094,0.094,0.094
-0.187428,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187424,0.2,0.07,0.07,0.07
-0.18742,0.0,0.082,0.082,0.082
-0.187416,-0.2,0.078,0.078,0.078
-0.18741200000000002,-0.2,0.078,0.078,0.078
-0.18740800000000002,0.0,0.082,0.082,0.082
-0.18740400000000002,-0.2,0.078,0.078,0.078
-0.1874,-0.2,0.09,0.09,0.09
-0.187396,-0.6000000000000001,0.078,0.078,0.078
-0.187392,0.0,0.074,0.074,0.074
-0.187388,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18738400000000002,0.0,0.082,0.082,0.082
-0.18738000000000002,0.0,0.082,0.082,0.082
-0.18737600000000001,-0.2,0.074,0.074,0.074
-0.187372,0.0,0.078,0.078,0.078
-0.187368,0.0,0.082,0.082,0.082
-0.187364,-0.2,0.074,0.074,0.074
-0.18736,0.2,0.074,0.074,0.074
-0.18735600000000002,0.0,0.09,0.09,0.09
-0.18735200000000002,-0.2,0.082,0.082,0.082
-0.18734800000000001,-0.2,0.082,0.082,0.082
-0.187344,0.0,0.082,0.082,0.082
-0.18734,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187336,-0.4,0.078,0.078,0.078
-0.187332,-0.2,0.082,0.082,0.082
-0.18732800000000002,0.0,0.078,0.078,0.078
-0.18732400000000002,-0.4,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18732000000000001,0.0,0.078,0.078,0.078
-0.187316,-0.2,0.082,0.082,0.082
-0.187312,-0.4,0.078,0.078,0.078
-0.187308,-0.2,0.078,0.078,0.078
-0.18730400000000003,-0.6000000000000001,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18730000000000002,0.2,0.078,0.078,0.078
-0.18729600000000002,-0.2,0.082,0.082,0.082
-0.18729200000000001,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187288,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187284,0.0,0.074,0.074,0.074
-0.18728,-0.2,0.07,0.07,0.07
-0.187276,0.2,0.078,0.078,0.078
-0.18727200000000002,-0.6000000000000001,0.082,0.082,0.082
-0.18726800000000002,0.0,0.074,0.074,0.074
-0.187264,-0.4,0.078,0.078,0.078
-0.18726,0.0,0.066,0.066,0.066
-0.187256,-0.4,0.07,0.07,0.07
-0.187252,-0.2,0.082,0.082,0.082
-0.18724800000000003,-0.2,0.082,0.082,0.082
-0.18724400000000002,0.0,0.082,0.082,0.082
-0.18724000000000002,-0.8,0.078,0.078,0.078
-0.187236,-0.2,0.078,0.078,0.078
-0.187232,-0.2,0.082,0.082,0.082
-0.187228,0.2,0.082,0.082,0.082
-0.187224,0.2,0.078,0.078,0.078
-0.18722,0.0,0.07,0.07,0.07
-0.18721600000000002,-0.2,0.078,0.078,0.078
-0.18721200000000002,-0.2,0.094,0.094,0.094
-0.187208,0.2,0.078,0.078,0.078
-0.187204,-0.4,0.066,0.066,0.066
-0.1872,-0.2,0.082,0.082,0.082
-0.187196,-0.6000000000000001,0.078,0.078,0.078
-0.18719200000000003,0.0,0.078,0.078,0.078
-0.18718800000000002,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18718400000000002,-0.2,0.074,0.074,0.074
-0.18718,0.2,0.09,0.09,0.09
-0.187176,-0.6000000000000001,0.09,0.09,0.09
-0.187172,-0.4,0.078,0.078,0.078
-0.187168,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187164,0.0,0.082,0.082,0.082
-0.18716000000000002,-0.2,0.082,0.082,0.082
-0.18715600000000002,0.2,0.082,0.082,0.082
-0.187152,0.0,0.082,0.082,0.082
-0.187148,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187144,0.2,0.078,0.078,0.078
-0.18714,-0.4,0.082,0.082,0.082
-0.18713600000000002,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18713200000000002,-0.2,0.082,0.082,0.082
-0.18712800000000002,-0.4,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187124,0.0,0.074,0.074,0.074
-0.18712,-0.2,0.078,0.078,0.078
-0.187116,0.2,0.082,0.082,0.082
-0.187112,0.0,0.074,0.074,0.074
-0.18710800000000002,0.0,0.07,0.07,0.07
-0.18710400000000002,-0.4,0.074,0.074,0.074
-0.18710000000000002,0.0,0.074,0.074,0.074
-0.187096,0.0,0.082,0.082,0.082
-0.187092,0.0,0.082,0.082,0.082
-0.187088,-0.4,0.074,0.074,0.074
-0.187084,-0.2,0.082,0.082,0.082
-0.18708000000000002,-0.4,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18707600000000002,-0.2,0.078,0.078,0.078
-0.18707200000000002,-0.4,0.082,0.082,0.082
-0.187068,-0.6000000000000001,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187064,-0.2,0.082,0.082,0.082
-0.18706,-0.2,0.074,0.074,0.074
-0.187056,-0.2,0.082,0.082,0.082
-0.18705200000000002,-0.6000000000000001,0.078,0.078,0.078
-0.18704800000000002,-0.2,0.078,0.078,0.078
-0.18704400000000002,-0.2,0.09,0.09,0.09
-0.18704,-0.2,0.074,0.074,0.074
-0.187036,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.187032,-0.4,0.09,0.09,0.09
-0.187028,-0.2,0.078,0.078,0.078
-0.18702400000000002,0.0,0.074,0.074,0.074
-0.18702000000000002,0.0,0.082,0.082,0.082
-0.18701600000000002,-0.2,0.09,0.09,0.09
-0.187012,0.0,0.082,0.082,0.082
-0.187008,-0.2,0.074,0.074,0.074
-0.187004,0.0,0.078,0.078,0.078
-0.187,-0.2,0.082,0.082,0.082
-0.18699600000000002,-0.4,0.098,0.098,0.098
-0.18699200000000002,-0.4,0.09,0.09,0.09
-0.18698800000000002,-0.4,0.09,0.09,0.09
-0.186984,-0.4,0.082,0.082,0.082
-0.18698,-0.4,0.082,0.082,0.082
-0.186976,-0.4,0.09,0.09,0.09
-0.186972,-0.2,0.094,0.094,0.094
-0.18696800000000002,0.0,0.09,0.09,0.09
-0.18696400000000002,0.0,0.074,0.074,0.074
-0.18696000000000002,0.0,0.078,0.078,0.078
-0.186956,-0.2,0.082,0.082,0.082
-0.186952,-0.8,0.078,0.078,0.078
-0.186948,0.2,0.09,0.09,0.09
-0.186944,-0.2,0.082,0.082,0.082
-0.18694000000000002,-0.2,0.082,0.082,0.082
-0.18693600000000002,-0.2,0.078,0.078,0.078
-0.18693200000000001,0.2,0.082,0.082,0.082
-0.186928,-0.2,0.078,0.078,0.078
-0.186924,-0.2,0.082,0.082,0.082
-0.18692,0.2,0.078,0.078,0.078
-0.186916,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18691200000000002,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18690800000000002,-0.8,0.09,0.09,0.09
-0.18690400000000001,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.1869,-0.4,0.09,0.09,0.09
-0.186896,-0.2,0.082,0.082,0.082
-0.186892,-0.6000000000000001,0.074,0.074,0.074
-0.186888,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18688400000000002,-0.4,0.078,0.078,0.078
-0.18688000000000002,-0.2,0.082,0.082,0.082
-0.18687600000000001,-0.4,0.082,0.082,0.082
-0.186872,-0.4,0.082,0.082,0.082
-0.186868,-0.2,0.07,0.07,0.07
-0.186864,-0.6000000000000001,0.09,0.09,0.09
-0.18686000000000003,-0.4,0.082,0.082,0.082
-0.18685600000000002,0.0,0.078,0.078,0.078
-0.18685200000000002,0.4,0.078,0.078,0.078
-0.18684800000000001,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.186844,-0.2,0.078,0.078,0.078
-0.18684,0.0,0.078,0.078,0.078
-0.186836,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.186832,-0.4,0.082,0.082,0.082
-0.18682800000000002,0.2,0.09,0.09,0.09
-0.18682400000000002,-0.4,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18682,-0.4,0.078,0.078,0.078
-0.186816,0.2,0.078,0.078,0.078
-0.186812,-0.4,0.078,0.078,0.078
-0.186808,0.0,0.078,0.078,0.078
-0.18680400000000003,0.0,0.078,0.078,0.078
-0.18680000000000002,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18679600000000002,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.186792,0.0,0.082,0.082,0.082
-0.186788,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.186784,-0.4,0.07,0.07,0.07
-0.18678,0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.186776,-0.2,0.078,0.078,0.078
-0.18677200000000002,0.2,0.074,0.074,0.074
-0.18676800000000002,-0.2,0.09,0.09,0.09
-0.186764,0.2,0.082,0.082,0.082
-0.18676,0.2,0.078,0.078,0.078
-0.186756,-0.4,0.09,0.09,0.09
-0.186752,0.2,0.082,0.082,0.082
-0.18674800000000003,-0.4,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18674400000000002,0.2,0.082,0.082,0.082
-0.18674000000000002,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.186736,-0.4,0.09,0.09,0.09
-0.186732,-0.6000000000000001,0.074,0.074,0.074
-0.186728,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.186724,-0.2,0.082,0.082,0.082
-0.18672,-0.4,0.09,0.09,0.09
-0.18671600000000002,-0.2,0.074,0.074,0.074
-0.18671200000000002,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.186708,-0.2,0.082,0.082,0.082
-0.186704,-0.2,0.078,0.078,0.078
-0.1867,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.186696,0.2,0.074,0.074,0.074
-0.18669200000000002,0.0,0.074,0.074,0.074
-0.18668800000000002,0.0,0.078,0.078,0.078
-0.18668400000000002,-0.4,0.082,0.082,0.082
-0.18668,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.186676,0.4,0.082,0.082,0.082
-0.186672,-0.2,0.09,0.09,0.09
-0.186668,0.0,0.082,0.082,0.082
-0.18666400000000002,0.2,0.082,0.082,0.082
-0.18666000000000002,0.0,0.078,0.078,0.078
-0.18665600000000002,-0.2,0.078,0.078,0.078
-0.186652,-0.2,0.09,0.09,0.09
-0.186648,-0.2,0.082,0.082,0.082
-0.186644,-0.4,0.074,0.074,0.074
-0.18664,0.0,0.094,0.094,0.094
-0.18663600000000002,0.0,0.082,0.082,0.082
-0.18663200000000002,0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18662800000000002,0.2,0.094,0.094,0.094
-0.186624,-0.2,0.094,0.094,0.094
-0.18662,0.0,0.09,0.09,0.09
-0.186616,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.186612,0.2,0.074,0.074,0.074
-0.18660800000000002,-0.4,0.078,0.078,0.078
-0.18660400000000002,0.0,0.074,0.074,0.074
-0.18660000000000002,0.2,0.082,0.082,0.082
-0.186596,-0.4,0.074,0.074,0.074
-0.186592,-0.2,0.07,0.07,0.07
-0.186588,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.186584,-0.2,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18658000000000002,-0.2,0.074,0.074,0.074
-0.18657600000000002,0.2,0.082,0.082,0.082
-0.18657200000000002,-0.4,0.082,0.082,0.082
-0.186568,0.2,0.082,0.082,0.082
-0.186564,0.0,0.082,0.082,0.082
-0.18656,-0.2,0.082,0.082,0.082
-0.186556,0.0,0.082,0.082,0.082
-0.18655200000000002,0.4,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18654800000000002,-0.2,0.074,0.074,0.074
-0.18654400000000002,0.0,0.08600000000000001,0.08600000000000001,0.08600000000000001
-0.18654,0.4,0.074,0.074,0.074
-0.186536,-0.4,0.078,0.078,0.078
