time_s,intensity
0.0,422883.0
0.05,283836.0
0.1,208503.0
0.15000000000000002,141643.0
0.2,101116.0
0.25,75146.0
0.30000000000000004,55648.0
0.35000000000000003,41236.0
0.4,36264.0
0.45,30640.0
