Time (s),Voltage (V)
-0.2,-0.1
-0.19999996,-0.1
-0.19999992,-0.1
-0.19999988000000002,-0.1
-0.19999984,-0.5
-0.1999998,-0.1
-0.19999976,0.1
-0.19999972000000002,-0.1
-0.19999968,0.30000000000000004
-0.19999964,0.30000000000000004
-0.1999996,-0.1
-0.19999956000000002,0.30000000000000004
-0.19999952000000001,-0.1
-0.19999948,0.1
-0.19999944,0.30000000000000004
-0.19999940000000002,-0.1
-0.19999936000000001,-0.1
-0.19999932,0.30000000000000004
-0.19999928,0.30000000000000004
-0.19999924000000002,-0.1
-0.19999920000000002,-0.1
-0.19999916,0.30000000000000004
-0.19999912,-0.1
-0.19999908000000002,0.1
-0.19999904000000002,-0.30000000000000004
-0.199999,0.1
-0.19999896,-0.1
-0.19999892000000002,-0.1
-0.19999888000000002,0.1
-0.19999884,0.30000000000000004
-0.1999988,-0.30000000000000004
-0.19999876,0.1
-0.19999872000000002,0.30000000000000004
-0.19999868,-0.30000000000000004
-0.19999864,-0.1
-0.1999986,0.1
-0.19999856000000002,-0.1
-0.19999852,-0.30000000000000004
-0.19999848,0.30000000000000004
-0.19999844,-0.1
-0.19999840000000002,0.1
-0.19999836000000001,-0.1
-0.19999832,-0.30000000000000004
-0.19999828,0.1
-0.19999824000000002,0.30000000000000004
-0.19999820000000001,0.30000000000000004
-0.19999816,-0.1
-0.19999812,-0.1
-0.19999808000000002,-0.30000000000000004
-0.19999804000000002,-0.5
-0.199998,-0.30000000000000004
-0.19999796,0.1
-0.19999792000000002,-0.1
-0.19999788000000002,-0.1
-0.19999784,-0.1
-0.1999978,0.30000000000000004
-0.19999776000000002,-0.1
-0.19999772000000002,-0.30000000000000004
-0.19999768,-0.30000000000000004
-0.19999764,-0.30000000000000004
-0.1999976,-0.1
-0.19999756000000002,0.1
-0.19999752,0.1
-0.19999748,0.5
-0.19999744,-0.30000000000000004
-0.19999740000000002,0.30000000000000004
-0.19999736,-0.1
-0.19999732,-0.30000000000000004
-0.19999728,-0.1
-0.19999724000000002,-0.1
-0.1999972,-0.1
-0.19999716,-0.1
-0.19999712,-0.1
-0.19999708000000002,0.30000000000000004
-0.19999704000000001,-0.1
-0.199997,-0.30000000000000004
-0.19999696,0.7000000000000001
-0.19999692000000002,0.1
-0.19999688000000002,-0.1
-0.19999684,-0.1
-0.1999968,0.1
-0.19999676000000002,0.30000000000000004
-0.19999672000000002,-0.1
-0.19999668,0.30000000000000004
-0.19999664,-0.30000000000000004
-0.19999660000000002,-0.1
-0.19999656000000002,-0.30000000000000004
-0.19999652,0.1
-0.19999648,0.30000000000000004
-0.19999644,0.30000000000000004
-0.19999640000000002,-0.1
-0.19999636,-0.5
-0.19999632,-0.1
-0.19999628,-0.1
-0.19999624000000002,-0.1
-0.1999962,0.1
-0.19999616,-0.1
-0.19999612,-0.30000000000000004
-0.19999608000000002,0.30000000000000004
-0.19999604,-0.30000000000000004
-0.199996,-0.30000000000000004
-0.19999596,-0.30000000000000004
