Time (s),Voltage (V)
0.02836000000000001,0.04
0.02840000000000001,0.04
0.028440000000000007,0.04
0.028480000000000005,0.04
0.028520000000000004,0.04
0.028560000000000002,0.04
0.0286,0.04
0.02864,0.04
0.028679999999999997,0.04
0.02872000000000001,0.04
0.028760000000000008,0.04
0.028800000000000006,0.04
0.028840000000000005,0.04
0.028880000000000003,0.04
0.02892,0.04
0.02896,0.04
0.028999999999999998,0.02
0.02904000000000001,0.02
0.02908000000000001,0.04
0.029120000000000007,0.04
0.029160000000000005,0.04
0.029200000000000004,0.04
0.029240000000000002,0.04
0.02928,0.04
0.02932,0.04
0.029359999999999997,0.06
0.02940000000000001,0.06
0.029440000000000008,0.04
0.029480000000000006,0.04
0.029520000000000005,0.06
0.029560000000000003,0.04
0.0296,0.04
0.02964,0.04
0.029679999999999998,0.04
0.02972000000000001,0.04
0.02976000000000001,0.06
0.029800000000000007,0.04
0.029840000000000005,0.02
0.029880000000000004,0.06
0.029920000000000002,0.04
0.02996,0.04
0.03,0.04
0.030039999999999997,0.02
0.03008000000000001,0.04
0.030120000000000008,0.04
0.030160000000000006,0.04
0.030200000000000005,0.04
0.030240000000000003,0.06
0.03028,0.04
0.03032,0.04
0.030359999999999998,0.04
0.03040000000000001,0.04
0.03044000000000001,0.04
0.030480000000000007,0.04
0.030520000000000005,0.04
0.030560000000000004,0.04
0.030600000000000002,0.06
0.03064,0.04
0.03068,0.04
0.030719999999999997,0.04
0.03076000000000001,0.04
0.030800000000000008,0.04
0.030840000000000006,0.04
0.030880000000000005,0.04
0.030920000000000003,0.06
0.03096,0.04
0.031,0.02
0.031039999999999998,0.04
0.03108000000000001,0.04
0.03112000000000001,0.04
0.031160000000000007,0.04
0.031200000000000006,0.04
0.031240000000000004,0.04
0.03128,0.04
0.03132,0.04
0.03136,0.04
0.0314,0.06
0.03144000000000001,0.04
0.03148000000000001,0.04
0.031520000000000006,0.04
0.031560000000000005,0.04
0.0316,0.04
0.03164,0.04
0.03168,0.04
0.03172,0.04
0.03176000000000001,0.04
0.03180000000000001,0.04
0.03184000000000001,0.04
0.031880000000000006,0.06
0.031920000000000004,0.04
0.03196,0.04
0.032,0.04
0.03204,0.04
0.03208,0.04
0.03212000000000001,0.04
0.03216000000000001,0.04
0.032200000000000006,0.04
0.032240000000000005,0.04
0.03228,0.04
0.03232,0.04
0.03236,0.04
0.0324,0.04
0.03244000000000001,0.04
0.03248000000000001,0.02
0.03252000000000001,0.04
0.032560000000000006,0.04
0.032600000000000004,0.04
0.03264,0.04
0.03268,0.04
0.03272,0.04
0.03276,0.04
0.03280000000000001,0.06
0.03284000000000001,0.04
0.032880000000000006,0.04
0.032920000000000005,0.04
0.03296,0.04
0.033,0.04
0.03304,0.04
0.03308,0.04
0.03312000000000001,0.06
0.03316000000000001,0.04
0.03320000000000001,0.04
0.033240000000000006,0.02
0.033280000000000004,0.04
0.03332,0.04
0.03336,0.04
0.0334,0.04
0.03344,0.04
0.03348000000000001,0.04
0.03352000000000001,0.06
0.033560000000000006,0.06
0.033600000000000005,0.04
0.03364,0.06
0.03368,0.04
0.03372,0.04
0.03376,0.04
0.03380000000000001,0.02
0.03384000000000001,0.04
0.03388000000000001,0.04
0.033920000000000006,0.04
0.033960000000000004,0.04
0.034,0.04
0.03404,0.04
0.03408,0.04
0.03412,0.04
0.03416000000000001,0.04
0.03420000000000001,0.06
0.03424000000000001,0.04
0.034280000000000005,0.04
0.03432,0.04
0.03436,0.04
0.0344,0.04
0.03444,0.04
0.03448000000000001,0.04
0.03452000000000001,0.04
0.03456000000000001,0.06
0.034600000000000006,0.02
0.034640000000000004,0.04
0.03468,0.02
0.03472,0.04
0.03476,0.04
0.0348,0.04
0.03484000000000001,0.04
0.03488000000000001,0.04
0.03492000000000001,0.04
0.034960000000000005,0.04
0.035,0.06
0.03504,0.04
0.03508,0.02
0.03512,0.04
0.03516000000000001,0.04
0.03520000000000001,0.04
0.03524000000000001,0.06
0.035280000000000006,0.04
0.035320000000000004,0.06
0.03536,0.04
0.0354,0.04
0.03544,0.04
0.03548,0.04
0.03552000000000001,0.04
0.03556000000000001,0.04
0.03560000000000001,0.02
0.035640000000000005,0.02
0.03568,0.04
0.03572,0.04
0.03576,0.04
0.0358,0.04
0.03584000000000001,0.04
0.03588000000000001,0.04
0.03592000000000001,0.04
0.035960000000000006,0.04
0.036000000000000004,0.02
0.03604,0.04
0.03608,0.04
0.03612,0.02
0.03616,0.04
0.03620000000000001,0.04
0.03624000000000001,0.02
0.03628000000000001,0.04
0.036320000000000005,0.04
0.03636,0.04
0.0364,0.04
0.03644,0.04
0.03648,0.04
0.03652000000000001,0.04
0.03656000000000001,0.04
0.03660000000000001,0.02
0.036640000000000006,0.04
0.036680000000000004,0.04
0.03672,0.04
0.03676,0.04
0.0368,0.04
0.03684,0.06
0.03688000000000001,0.04
0.03692000000000001,0.06
0.03696000000000001,0.02
0.037000000000000005,0.04
0.037040000000000003,0.02
0.03708,0.04
0.03712,0.04
0.03716,0.04
0.03720000000000001,0.04
0.03724000000000001,0.04
0.03728000000000001,0.04
0.037320000000000006,0.04
0.037360000000000004,0.06
0.0374,0.04
