Time (s),CH1_Voltage (V),CH2_Voltage (V),CH3_Voltage (V),CH4_Voltage (V)
-0.02408,3.4000000000000004,3.4000000000000004,0.0,3.4000000000000004
-0.02406,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.024040000000000002,3.4000000000000004,3.4000000000000004,0.2,3.6
-0.02402,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.024,3.4000000000000004,3.4000000000000004,0.0,3.4000000000000004
-0.02398,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.023960000000000002,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.02394,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.02392,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.0239,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.023880000000000002,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.02386,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.02384,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.02382,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.0238,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.02378,3.4000000000000004,3.4000000000000004,0.0,3.4000000000000004
-0.02376,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.02374,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.02372,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.023700000000000002,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02368,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.02366,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.02364,3.4000000000000004,3.4000000000000004,0.0,3.4000000000000004
-0.023620000000000002,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.0236,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02358,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02356,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.023540000000000002,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02352,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.0235,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.02348,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.02346,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.02344,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.02342,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.0234,3.4000000000000004,3.2,0.2,3.6
-0.02338,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.023360000000000002,3.4000000000000004,3.2,0.2,3.6
-0.02334,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.02332,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.0233,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.023280000000000002,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.02326,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.02324,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.02322,3.4000000000000004,3.4000000000000004,0.0,3.4000000000000004
-0.023200000000000002,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02318,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.02316,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02314,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.02312,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.0231,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02308,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02306,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02304,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.02302,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.023,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02298,3.4000000000000004,3.4000000000000004,0.0,3.6
-0.02296,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.022940000000000002,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.02292,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.0229,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02288,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.022860000000000002,3.4000000000000004,3.4000000000000004,0.0,3.4000000000000004
-0.02284,3.4000000000000004,3.4000000000000004,0.0,3.4000000000000004
-0.02282,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.0228,3.2,3.4000000000000004,0.2,3.4000000000000004
-0.02278,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02276,3.4000000000000004,3.2,0.2,3.6
-0.02274,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.02272,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.0227,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02268,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02266,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02264,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02262,3.4000000000000004,3.4000000000000004,0.0,3.4000000000000004
-0.022600000000000002,3.4000000000000004,3.4000000000000004,0.0,3.6
-0.02258,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.02256,3.4000000000000004,3.2,0.2,3.6
-0.02254,3.4000000000000004,3.2,0.2,3.6
-0.022520000000000002,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.0225,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02248,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02246,3.4000000000000004,3.4000000000000004,0.0,3.4000000000000004
-0.02244,3.4000000000000004,3.4000000000000004,0.0,3.4000000000000004
-0.02242,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.0224,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.02238,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02236,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.02234,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.02232,3.4000000000000004,3.4000000000000004,0.0,3.4000000000000004
-0.0223,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.02228,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.022260000000000002,3.4000000000000004,3.4000000000000004,0.0,3.4000000000000004
-0.02224,3.4000000000000004,3.2,0.0,3.6
-0.02222,3.4000000000000004,3.4000000000000004,0.2,3.6
-0.0222,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.022180000000000002,3.4000000000000004,3.4000000000000004,0.0,3.4000000000000004
-0.02216,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.02214,3.4000000000000004,3.4000000000000004,0.0,3.4000000000000004
-0.02212,3.4000000000000004,3.4000000000000004,0.0,3.4000000000000004
-0.0221,3.4000000000000004,3.2,0.2,3.4000000000000004
-0.022080000000000002,3.4000000000000004,3.2,0.0,3.4000000000000004
-0.02206,3.4000000000000004,3.4000000000000004,0.0,3.4000000000000004
-0.02204,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.02202,3.4000000000000004,3.4000000000000004,0.2,3.4000000000000004
-0.022,3.4000000000000004,3.2,0.0,3.4000000000000004
